,channel_id,channel_name,channel_dop,sub_count,total_videos,profile
29,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,2006-06-12,7430000,45130,https://yt3.ggpht.com/ytc/AIdro_n3BLeZme5VQfbjgBxeDXd9p3YTYn1F2yv8W0ecEqM=s240-c-k-c0x00ffffff-no-rj
30,UCa6vGFO9ty8v5KZJXQxdhaw,Jimmy Kimmel Live,2006-09-20,19200000,6727,https://yt3.ggpht.com/n5DRh94eycw6xGcOKTn6LKQwztTwaw24fXPniFTXA3VPgwJaiOFdBwJNtXRHYUf7OdEAk9upwH0=s240-c-k-c0x00ffffff-no-rj
31,UC8p1vwvWtl6T73JiExfWs1g,CBS News,2006-09-27,5670000,119950,https://yt3.ggpht.com/ytc/AIdro_kiY3xvO59Xz93TiqaRFtwK90v0bXL8EuUWQRMRIA=s240-c-k-c0x00ffffff-no-rj
32,UCPWXiRWZ29zrxPFIQT7eHSA,The Hill,2014-09-09,1920000,31162,https://yt3.ggpht.com/ytc/AIdro_kBUNpY8auOhwLvb8HiUUtVqdLFOdGFocPrYDwbeQ=s240-c-k-c0x00ffffff-no-rj
33,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,2007-03-01,3150000,50407,https://yt3.ggpht.com/ytc/AIdro_mOGk3bJlWvAg1URpBwSoLVF4HEhmMVJpuDDR6BSA=s240-c-k-c0x00ffffff-no-rj
34,UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,2012-03-26,1550000,526,https://yt3.ggpht.com/Q-ry-JNiIiQtu7V8C3PdBFyOI-i4_bR_v8jpnkvKSAlgrLaZa40Zu1TQyfGVCGm9-49JxlOjng=s240-c-k-c0x00ffffff-no-rj
35,UCNZyLULUQBp5e9Q1cKtvk6Q,CBS New York,2013-12-20,901000,139887,https://yt3.ggpht.com/MOKruaqI0cdLIBgcMqsZNaOUMe-d56Bow7boBoD46UPgXvaMhZ1wnID8xSdGxExJxCevnQ7QYXg=s240-c-k-c0x00ffffff-no-rj
36,UC_YFbvKedjnVjqrZqBR4L8Q,News4JAX The Local Station,2017-07-03,436000,81633,https://yt3.ggpht.com/fQeqHOcGjzS_tZ4TXR450-qx-g9niU5qcEt6aDaK6kWgThbn3No1DFNnh3AP8QgW2k9PQ8Glig=s240-c-k-c0x00ffffff-no-rj
37,UC85VW73bQLEjs_taFKP7TwQ,Nucleus Medical Media,2007-02-02,6470000,634,https://yt3.ggpht.com/ufkgi6azP725UyK8Ad_xynigjb-25sM1FtXkGbu90Y_Pupe-oTx1g6Oprnq12kZqZO8v3H8L54A=s240-c-k-c0x00ffffff-no-rj
38,UCG5KB3yJEvWS9tal134vPQg,Nutshell,2019-11-19,295000,776,https://yt3.ggpht.com/ytc/AIdro_lA_XLgOu0cySKOwrLqi4Ls1HWaAqUAkFtS0v_KthU=s240-c-k-c0x00ffffff-no-rj
39,UCZ8Sxmkweh65HetaZfR8YuA,The Hollywood Reporter,2008-01-23,1130000,9027,https://yt3.ggpht.com/ytc/AIdro_nmb0JQxJ5_acD-9FTpMYp4VwOSjKYdmtowOsYkPw=s240-c-k-c0x00ffffff-no-rj
40,UCH4BNI0-FOK2dMXoFtViWHw,Be Smart,2012-03-17,5060000,432,https://yt3.ggpht.com/FNjwY9Y2hte8oP0loq-KXEB1-DlVdrfcNfimS--EOBmbPzUw6cZRhp-MrAXweh_aP0yoP5gpBtM=s240-c-k-c0x00ffffff-no-rj
41,UCrkhryqZABVzsGvfeAp0uIw,The BMJ,2008-12-10,40900,303,https://yt3.ggpht.com/ytc/AIdro_ngVchJJaE3J26ThS0ZuOHYbQ7LQF_90_Lp4pTD=s240-c-k-c0x00ffffff-no-rj
42,UCLXo7UDZvByw2ixzpQCufnA,Vox,2014-03-04,11900000,1688,https://yt3.ggpht.com/ytc/AIdro_lFew2guVQQfRWoV8UBwa0wi-UC_H91zz5PaBloRw=s240-c-k-c0x00ffffff-no-rj
43,UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,2009-11-30,3960000,48869,https://yt3.ggpht.com/5R6CAknOCqHTaMb_H7Yde4qGZAIjdiiyDTFzvicvS59eDJbqKz7v-9uqmcBX3h9NEdXoK-qfZQ=s240-c-k-c0x00ffffff-no-rj
44,UCi4fcBVyo4CAnmdgXeO-NvA,CBS Boston,2014-02-27,216000,70833,https://yt3.ggpht.com/tVYuV1-uJiq-FbjcDQtq_qnRDHSh84Df637oZfuYtrzDXPST4Pveq9EtZYGImzpaVEka5oQjO9k=s240-c-k-c0x00ffffff-no-rj
45,UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,2013-08-21,4340000,34689,https://yt3.ggpht.com/9QATDXAANCn4Z5pqMiRj54aYxsZza-nHbKGk6mmEfVfEPp5bsfwHXBzG8XIcJizrT4Ed67RY=s240-c-k-c0x00ffffff-no-rj
46,UCsooa4yRKGN_zEE8iknghZA,TED-Ed,2011-03-01,19600000,2138,https://yt3.ggpht.com/ytc/AIdro_kDDVVl8f3ZdJueQXkpzWJW7qGsZF7rDeoR98hBVw=s240-c-k-c0x00ffffff-no-rj
47,UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,2007-01-02,3770000,2226,https://yt3.ggpht.com/GjDLYFGF4IQaUobUK-6q3nOsU4o8fRMl4XgVipPWRqdRVt61s2LqgnbBXu3-qYL4Ab2xsfVo=s240-c-k-c0x00ffffff-no-rj
48,UCVKYCeuR3OyO-M2rfUXHDyg,KTVB,2006-12-23,108000,31986,https://yt3.ggpht.com/r2ZGA9E-wWJha_PIoNh8df3C_Y8uenieTqQ-Qj2-ibWQ6T__-mVxUvplOqoagFLsicskn-j3sw=s240-c-k-c0x00ffffff-no-rj
49,UCiTGKA9W0G0TL8Hm7Uf_u9A,Alila Medical Media,2014-01-02,1250000,363,https://yt3.ggpht.com/t3slq37NYJRuP2UoEZDoPKyMClKyQULG8-j2DEfzL1XXcBvFpR6z6HD7rtc0wDn8Mqt0OtpU=s240-c-k-c0x00ffffff-no-rj
50,UCJA54SrrVv7qRrEQSPVJ8Ug,Community Health Network,2007-03-07,6300,1860,https://yt3.ggpht.com/ytc/AIdro_keHTzsIFTIN_-hfHa17Uy5rkSFF6vE-NxJlrbM=s240-c-k-c0x00ffffff-no-rj
51,UCumtYpCY26F6Jr3satUgMvA,NTV Telugu,2014-08-24,8100000,333851,https://yt3.ggpht.com/3HzHaEJPgrl81CzeEjNcM1mEgacHaU__dfAD7VUUaoKzYcTHt7ibIYkFK8yQWnjeDMpypWuR=s240-c-k-c0x00ffffff-no-rj
52,UCf3BkFTwI4G1vMc6W-NpQNw,Australian Department of Health and Aged Care,2014-11-17,18600,1942,https://yt3.ggpht.com/xDuT7vky1E6hBcbeuMIfxNNFyl0rQoOtgcGuYKRksCy8DoLXkOdT6mLkHKN5isoxhdtJive3Tkg=s240-c-k-c0x00ffffff-no-rj
53,UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,2006-06-30,2330000,21236,https://yt3.ggpht.com/b5mYbAmcvX9ScLavMW-1bdx8SS9ASdaitW7kQzLEZQvTl2OB7_3E5ZCgKrlB4BQRM5LcemvlSOc=s240-c-k-c0x00ffffff-no-rj
54,UCXIJgqnII2ZOINSWNOGFThA,Fox News,2006-09-19,11100000,102821,https://yt3.ggpht.com/kKnUNT6rnWK175RNhEAXNFjRJ-nq_xKotscXQFsQOTZrmYCznAOboonYXWs0eaJtX7aYpXLK=s240-c-k-c0x00ffffff-no-rj
55,UCGbQJy-531_5vfphay-rChQ,People,2005-11-08,1210000,14439,https://yt3.ggpht.com/ytc/AIdro_nCljFdX-Jhx4OGJFFsfbR4Svg256aW-NGdlqi8nA=s240-c-k-c0x00ffffff-no-rj
56,UCYx6O5ltWUVi8xzEGkM0WYQ,Pristyn Care Surgeries,2018-03-30,247000,1103,https://yt3.ggpht.com/nvTtRxqUEr5biFiY1cfv5YUXtgOYBIuwRxQzLZBVkwhRSHfbADxJpB6gMsGszFcAjxJWIBqLFA=s240-c-k-c0x00ffffff-no-rj
57,UCIYLOcEUX6TbBo7HQVF2PKA,9 News Australia,2009-11-13,1380000,29469,https://yt3.ggpht.com/ytc/AIdro_nnkHTWCcTEJKtgR9_j8SlBK66lokCj75_GVaCgqw=s240-c-k-c0x00ffffff-no-rj
58,UCm7lHFkt2yB_WzL67aruVBQ,Hindustan Times,2005-11-16,6610000,59297,https://yt3.ggpht.com/ytc/AIdro_mer9h1bk37abnRzUAOmsNqo0XB21rvqIpbi1Iv=s240-c-k-c0x00ffffff-no-rj
59,UCH1oRy1dINbMVp3UFWrKP0w,Good Morning America,2015-08-26,4920000,35758,https://yt3.ggpht.com/UA5hhvIRK30mPAzu7CqZL0VRcckIbFSyYECW6k7pn_DptO2qEmzz9QwgyccR3bJ-sZujgaJp=s240-c-k-c0x00ffffff-no-rj
60,UCrlIS7z20CnVaCrMvdkig_g,Eyewitness News ABC7NY,2014-05-22,1780000,21988,https://yt3.ggpht.com/ytc/AIdro_nuzwyEhPx5ZXnGYfS-kpbgHqoEfa2rw0wZ_UnN=s240-c-k-c0x00ffffff-no-rj
61,UCpi8TJfiA4lKGkaXs__YdBA,The Try Guys,2018-05-23,8060000,786,https://yt3.ggpht.com/ytc/AIdro_kvv3lrYApMZAwsq0O3LsEFPDj9LQ2SJEqScwZHQg=s240-c-k-c0x00ffffff-no-rj
62,UCxyiSz4m161Z6frOsFxJpgw,Cleveland Clinic,2007-02-05,501000,4970,https://yt3.ggpht.com/9_ytqz3ixHk0AwSNRdA8t-ReQ44DipcB9Xyyw8HxyT7FZt7EWioNXcDTScysTyIb1wYnFMQZNAM=s240-c-k-c0x00ffffff-no-rj
63,UCByGc7P_siORkC1pum8T3_Q,WFSB 3,2013-09-19,83100,65495,https://yt3.ggpht.com/ytc/AIdro_lOBj3XwGqOnx5FpE4UZvqKndeFxoJdC9PyGRD3jg=s240-c-k-c0x00ffffff-no-rj
64,UC1dVGItBqV4w-4xQHoX1UDg,CBS 17,2006-09-28,262000,76612,https://yt3.ggpht.com/PkHy298NcLen2IGd0jO7m29FC8wfCYRIBplND1ZgheqIVSLjq0b-RQlu_pEfKoSpX6lcqRVGSA=s240-c-k-c0x00ffffff-no-rj
65,UCHqkXbgqrDrDVInBMSoGQgQ,The Daily Signal,2014-05-21,289000,2164,https://yt3.ggpht.com/ytc/AIdro_khEMMKFed2kfI2GAEPatjxnCWUyS28HE1yRw8=s240-c-k-c0x00ffffff-no-rj
66,UCmKKVuZrBfSGiuvtOuipoDA,NBC Bay Area,2011-11-23,252000,14137,https://yt3.ggpht.com/ytc/AIdro_kAbEYLy8ybSR4O6UaPTRw1ag-qg59up0lhXTctLg=s240-c-k-c0x00ffffff-no-rj
67,UCoookXUzPciGrEZEXmh4Jjg,Sesame Street,2006-01-16,23700000,3686,https://yt3.ggpht.com/ytc/AIdro_lKHkePCNIQY03w2eoIFK_wxUMcwP2kiZQJKmXbAA=s240-c-k-c0x00ffffff-no-rj
68,UCw9zM4_S570N72pUfwIkuwQ,BJC HealthCare,2008-11-20,6010,610,https://yt3.ggpht.com/5Zr4bV9iJRa6zNS_-VSbZ7j5S8JhQc2Aez7b9y923AnYqJnltvI2iGdOFnWBcW-34ioPZlxzzLE=s240-c-k-c0x00ffffff-no-rj
69,UCYPvAwZP8pZhSMW8qs7cVCw,India Today,2015-05-23,8620000,178382,https://yt3.ggpht.com/8tgbHYwuonx14Q_N_mlyfRQYq0sKVBm0C5767pVVRU-YuzcaL6Xsw7bXZT_wLNUhBe2esogZ_oE=s240-c-k-c0x00ffffff-no-rj
70,UCG5TBPANNSiKf1Dp-R5Dibg,Dr.G Bhanu Prakash Animated Medical Videos,2007-09-07,1060000,1772,https://yt3.ggpht.com/ytc/AIdro_lZWVI6o7BAxC6FzcKu-_1RyHu-IZnRIJjhZWljGQ=s240-c-k-c0x00ffffff-no-rj
71,UC13mSI38YWz5zfvxXDPpePA,FOX 13 Tampa Bay,2013-08-19,832000,9342,https://yt3.ggpht.com/6-He248Ua6EHopMvtoNse4guu4Q4-iSKBDTX06LiQwLMe2kY609rc03fKtWJMUMRvijiVNmAwA=s240-c-k-c0x00ffffff-no-rj
72,UCT350j4u6alUKyF9eu2bGug,ABC10,2016-03-18,341000,35822,https://yt3.ggpht.com/KNoLzz7gRenCVEElJuf4O9EdcHkjrkeQ3gXCsqw4mMWXPdlDvBSe0mXtsAHnNlJTxCQn9Z0z9g=s240-c-k-c0x00ffffff-no-rj
73,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,2012-10-09,13000000,33662,https://yt3.ggpht.com/6AGUKj95cJTVBS5FKDg1UQF7ETsIK7jk9fOkMCgkZ6QfxHAZlYqlKUDYsNc_BDse18W3UZqRJJE=s240-c-k-c0x00ffffff-no-rj
74,UC5UlvCrYsS8axWEQ9Kd1sAg,VJNeurology,2020-05-13,6590,3279,https://yt3.ggpht.com/ytc/AIdro_maViyakpgLkk71gbXS-TxShx6TpiOTGZCXDa7Q754=s240-c-k-c0x00ffffff-no-rj
75,UCmMAcf_ytC_H54h8wpUGEzA,NYSDOH NY,2008-07-01,6470,254,https://yt3.ggpht.com/_6ngYdjOYBf24Gs0jqFbnkr2E6RF8fPiRrB5B1jAkFyqq7Ks_wtwjmU9xuUBMAAK4usODp1sgg=s240-c-k-c0x00ffffff-no-rj
76,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khoẻ & Đời sống,2016-01-09,2700000,35822,https://yt3.ggpht.com/P7E1mJTE0gikY7l1Ad-lTQkVD9dGTKQfU7UGmRrBVOporW0uZ_qLkwMJTCSF2-0pD0UUJD4qXA=s240-c-k-c0x00ffffff-no-rj
77,UC-RxXi2Xws6Uk22vp-sLbGA,WCNC,2017-02-17,220000,49595,https://yt3.ggpht.com/ytc/AIdro_nolV5IfB4H8S5_Ks7s7sFA0G4xUtr7oxVTIxG4mg=s240-c-k-c0x00ffffff-no-rj
78,UCrPhcbDwqWRc-3tteE2BS6g,Mama Doctor Jones,2017-05-02,1400000,417,https://yt3.ggpht.com/g0JJrJrZUWEz1GkP3Xn36TQzCw1nvJ_QbeWF6XVbmYC2HBXQ9qk8QGoSPtTAEGCbu5703N_Ljw=s240-c-k-c0x00ffffff-no-rj
79,UCKQECjul8nw1KW_JzfBTP1A,KPRC 2 Click2Houston,2014-04-17,659000,75327,https://yt3.ggpht.com/ytc/AIdro_mZ9a0k2-8eC3V0VzEUWnSSxfPP-SiN4yVThlRX=s240-c-k-c0x00ffffff-no-rj
80,UCdOflwQsgRV_RbgRGRpr_TQ,The Hindu businessline,2011-10-06,69100,2908,https://yt3.ggpht.com/ytc/AIdro_kT7d9tFMIILUQOsvX7xNOdTlUNCFgFKGw90Q4uVA=s240-c-k-c0x00ffffff-no-rj
81,UCSxeKmlI8XLrI1eMaqqM-kg,Vejon Health,2018-07-21,111000,437,https://yt3.ggpht.com/ytc/AIdro_lIYhw0y_K1xMoRIr98JzuHho8UedvZ8bnFGElQTg=s240-c-k-c0x00ffffff-no-rj
82,UCVKAcQQCO8vv87Gk62SutAg,CityNews,2011-01-27,447000,58995,https://yt3.ggpht.com/xrMXuR2ARUKOvvMKeB2XAFMt6rchyUkiEn2G2J1DtWjL5zVxKW9H4jlkQdBdBoqTi_WmU5_dGQ=s240-c-k-c0x00ffffff-no-rj
83,UCrC8mOqJQpoB7NuIMKIS6rQ,StudyIQ IAS,2015-06-22,16500000,48994,https://yt3.ggpht.com/dcx8BUs_aHDYkGkTVhHpORuF1MOHI6ZM5AdG9pe9gm9Q_atfhEuq_-mO8l1h5q8qJZzlUzWSgw=s240-c-k-c0x00ffffff-no-rj
84,UCi8URBP1KDF0KuG_ntPFS2w,eHealth Saskatchewan,2018-04-09,672,14,https://yt3.ggpht.com/OOT0eq8LoW8V3PMURGYuk0kRSgRGP7EsuGZoODhHBcg1jCB1qkuIAxS-XGnjKX9Q6rf-WKTvkQ=s240-c-k-c0x00ffffff-no-rj
85,UCxHoBXkY88Tb8z1Ssj6CWsQ,SOMOY TV,2015-10-21,22900000,183211,https://yt3.ggpht.com/2Wu-xKgB7sgy5zHWsB0g6M6evzr2dKqLhoKxwr7g2bs-VSdgMHNULanhHcx9_mUIXIeWdAxifg=s240-c-k-c0x00ffffff-no-rj
86,UC2rLSYDm92QMytS9yIkT8UQ,FOX 4 Now,2010-04-20,236000,74665,https://yt3.ggpht.com/QYr8VgYcdA4FBDExWgAqUHCrBq0dgJvPPy-S4hUa_H00wVlIej_otvyHMLmRFYz5FqH6zPlrvg=s240-c-k-c0x00ffffff-no-rj
87,UCOGa-48fFt4cW0UnW5WSdRg,FOX 2 Detroit,2013-12-16,325000,8597,https://yt3.ggpht.com/Ap3Sjke4KMewNjsKM28uZjuW0077GwdPMP6zVoPAkhrPcaHYt3OoxPhIj3igr7mOSZcGhkjIW7s=s240-c-k-c0x00ffffff-no-rj
88,UCXJryYh6xcW5iEeJGzK191A,CBS Miami,2014-08-06,559000,89996,https://yt3.ggpht.com/0TWJr0NJbR9iU_27d8740dwjj1Hg28mbE4h3SAbmAPfh-AgjcKGb7HrzTu4i5KRLOeihH6eu=s240-c-k-c0x00ffffff-no-rj
89,UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,2007-07-04,1950000,19136,https://yt3.ggpht.com/57V8wsLBsYy3KI8AZks7sXWsCp6Ldb0Fq8eb7Zmo6s49E-1C_tbCXtUGNR4PpkrB5GWqTKQxNg=s240-c-k-c0x00ffffff-no-rj
90,UCretxef46N9r-v0FOlHWIVA,Medicine with Dr. Moran,2020-03-21,247000,130,https://yt3.ggpht.com/ytc/AIdro_k_1B3nQhHNyJdgvfGHrPY3E1GXTbbBTCKGbQ7Q-g=s240-c-k-c0x00ffffff-no-rj
91,UClR8YIQX5Fb8J2wmsUKLhvQ,American Academy of Pediatrics,2014-08-28,20000,823,https://yt3.ggpht.com/j6Yunvnzj1-tYz-CX9l5hX3wh2jWOA07Z8ZDUge1WjfDGSbUN3ZkwP_HLMw-_WRV2uOwluje728=s240-c-k-c0x00ffffff-no-rj
92,UCgVZ0mrM3liHNhRYC5Mchgg,WPLG Local 10,2017-09-06,811000,72539,https://yt3.ggpht.com/MoyrBzB46F7BgczuQludgrS0xqlg-ksNO8mS0cj5l8-8uuYwMoOr29-PYNxlsXW5LB5x0DLKgQ=s240-c-k-c0x00ffffff-no-rj
93,UCg40OxZ1GYh3u3jBntB6DLg,Forbes Breaking News,2017-06-28,2890000,85051,https://yt3.ggpht.com/eYjjY5MUJ422vBuGFg--wNR1b093BaAFzJhbZYLhp8rye5gcwXyPQAtNz2j_4wXSf-Qc5J3UsA=s240-c-k-c0x00ffffff-no-rj
94,UCKe4Fry0MyvT_SRrmn0_MiQ,WISH-TV,2016-11-16,39900,60620,https://yt3.ggpht.com/ebid6d64FrF3wZMqdjxRpoKVl-FpFJv4ovUbG0wTMXJ7EkuC5Qn7cRszvLvxXBwrbDlLMYu76pc=s240-c-k-c0x00ffffff-no-rj
95,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,2014-10-22,3510000,16790,https://yt3.ggpht.com/ytc/AIdro_lbbjgJG5BBFuEsLVnhIqLma0gNqlR_wuxF1RcM_Q=s240-c-k-c0x00ffffff-no-rj
