,channel_id,channel_name,LinkedIn,Wiki,Website,Twitter,Facebook,Instagram
77,UC-RxXi2Xws6Uk22vp-sLbGA,WCNC,,,,https://twitter.com/wcnc,https://facebook.com/wcnctv,
78,UCrPhcbDwqWRc-3tteE2BS6g,Mama Doctor Jones,,,,https://www.twitter.com/mamadoctorjones,https://facebook.com/MamaDoctorJones,https://www.instagram.com/mamadoctorjones
79,UCKQECjul8nw1KW_JzfBTP1A,KPRC 2 Click2Houston,,,,https://twitter.com/KPRC2,https://www.facebook.com/KPRC2,https://www.instagram.com/kprc2
80,UCdOflwQsgRV_RbgRGRpr_TQ,The Hindu businessline,,,https://www.thehindubusinessline.com,https://twitter.com/businessline,https://www.facebook.com/TheHinduBusinessLine,https://www.instagram.com/hindu_businessline
81,UCSxeKmlI8XLrI1eMaqqM-kg,Vejon Health,,,,,https://facebook.com/Vejon,
82,UCVKAcQQCO8vv87Gk62SutAg,CityNews,,,,https://twitter.com/CityNewsTO,https://facebook.com/citynewsto,
83,UCrC8mOqJQpoB7NuIMKIS6rQ,StudyIQ IAS,https://linkedin.com/company/studyiq,,,,https://facebook.com/studyiq,
84,UCi8URBP1KDF0KuG_ntPFS2w,eHealth Saskatchewan,,,,,,
85,UCxHoBXkY88Tb8z1Ssj6CWsQ,SOMOY TV,https://www.linkedin.com/company/31331974/admin/,,https://www.somoynews.tv,https://twitter.com/somoytv,https://facebook.com/drishshopot,
86,UC2rLSYDm92QMytS9yIkT8UQ,FOX 4 Now,,,,https://twitter.com/Fox4Now,https://facebook.com/Fox4FortMyers,
87,UCOGa-48fFt4cW0UnW5WSdRg,FOX 2 Detroit,,,,https://twitter.com/fox2news,https://www.facebook.com/WJBKFox2Detroit,https://www.instagram.com/fox2detroit
88,UCXJryYh6xcW5iEeJGzK191A,CBS Miami,,,,https://twitter.com/CBSmiami,https://facebook.com/CBSMiami,
89,UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,,,,https://twitter.com/abc7,https://facebook.com/ABC7,
90,UCretxef46N9r-v0FOlHWIVA,Medicine with Dr. Moran,,,,,,
91,UClR8YIQX5Fb8J2wmsUKLhvQ,American Academy of Pediatrics,,,,https://twitter.com/AmerAcadPeds,https://facebook.com/AmerAcadPeds,
92,UCgVZ0mrM3liHNhRYC5Mchgg,WPLG Local 10,,,,https://twitter.com/WPLGLocal10,https://facebook.com/WPLGLocal10,
93,UCg40OxZ1GYh3u3jBntB6DLg,Forbes Breaking News,,,,https://twitter.com/forbes,,https://instagram.com/forbes
94,UCKe4Fry0MyvT_SRrmn0_MiQ,WISH-TV,,,,https://twitter.com/WISHNews8,https://facebook.com/WISHNews8,
95,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,,,,https://twitter.com/guardianvideo,https://facebook.com/theguardian,
96,UCxCfoSInadl-4i3F70zDt1A,NBC New York,,,,https://twitter.com/nbcnewyork,https://facebook.com/NBCNewYork,
97,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,,,https://apnews.com,https://twitter.com/AP,https://facebook.com/APNews,https://www.instagram.com/APNews
98,UCZYTClx2T1of7BRZ86-8fow,SciShow,,,,https://twitter.com/scishow,https://facebook.com/scishow,https://instagram.com/thescishow
99,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,,,,https://twitter.com/abc,https://www.facebook.com/abcnews,
100,UCqigMiyLjh0Lf980zWoeAmA,Public Health Agency,,,,,,
101,UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,,,,https://twitter.com/wendoverpro,,
102,UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph,,,,,,
103,UC_vFLohxs5PkAxlk7Y6jEtw,ABC 7 Chicago,,,,https://twitter.com/ABC7Chicago,https://facebook.com/abc7chicago,
104,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,,,,https://twitter.com/vicenews,https://www.facebook.com/vicenews,https://instagram.com/vicenews
105,UCp9pxqv-oMY1a6axT6mHcew,Pastor Greg Laurie,,,https://Harvest.org/,https://twitter.com/greglaurie,https://www.facebook.com/harvest,https://www.instagram.com/greglaurie
106,UCIVk1L1-JmpdiGuZcVjImtA,ABC15 Arizona,,,,,https://facebook.com/ABC15,
107,UCVaXclURQZlakiTMzuwHvRw,News 19 WLTX,,,,https://twitter.com/WLTX,https://facebook.com/WLTXNews19,
108,UCCJsQKOKArvDksacfT2ryQw,World Affairs by Unacademy,,,,,,
109,UCEKJzGwBMDpmK51v5JIezUw,WKRN News 2,,,,https://twitter.com/WKRN,https://www.facebook.com/wkrntv,https://www.instagram.com/wkrntv
110,UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,https://linkedin.com/company/cnbc,,,https://twitter.com/CNBC,https://facebook.com/CNBC,
111,UChirEOpgFCupRAk5etXqPaA,Bloomberg Quicktake,,,,https://twitter.com/quicktake,https://www.facebook.com/quicktake,https://www.instagram.com/quicktake
112,UCAUMuw4KF1mPdOlxaAbTDmw,uvahealth,,,,,https://facebook.com/uvahealth,
113,UCE83i5yn_YQ1HnFO027BnnQ,American Medical Association (AMA),,,,https://twitter.com/AmerMedicalAssn,https://facebook.com/AmericanMedicalAssociation,
114,UC83jt4dlz1Gjl58fzQrrKZg,CNA,,,,https://www.twitter.com/channelnewsasia,https://www.facebook.com/channelnewsasia,https://www.instagram.com/channelnewsasia
