,channel_id,channel_name,channel_dop,sub_count,total_videos
93,UCHfF8wFnipMeDpJf8OmMxDg,FOX 11 Los Angeles,2011-08-08,922000,22081
94,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,2006-08-07,16200000,87322
95,UCqigMiyLjh0Lf980zWoeAmA,Public Health Agency,2010-07-08,1420,210
96,UCG5TBPANNSiKf1Dp-R5Dibg,Dr.G Bhanu Prakash Animated Medical Videos,2007-09-07,1070000,1779
97,UC_vFLohxs5PkAxlk7Y6jEtw,ABC 7 Chicago,2014-05-01,752000,23749
98,UCsN32BtMd0IoByjJRNF12cw,60 Minutes,2006-03-07,2790000,3291
99,UCNZyLULUQBp5e9Q1cKtvk6Q,CBS New York,2013-12-20,902000,140038
100,UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,2010-02-11,4420000,223
101,UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph,2006-11-19,5350000,33369
102,UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,2006-11-23,13000000,112253
103,UCq18eeL7D9Vd8DhjMcLh9QQ,Good Morning Britain,2014-08-18,1230000,11925
104,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1580000,75389
105,UCi8URBP1KDF0KuG_ntPFS2w,eHealth Saskatchewan,2018-04-09,678,14
106,UCd1jQ_ppmKfphnh4p39HMFg,AJ+ français,2014-12-11,565000,698
107,UC-SJ6nODDmufqBzPBwCvYvQ,CBS Mornings,2013-05-23,2930000,40217
108,UC7c8mE90qCtu11z47U0KErg,nature video,2008-11-07,801000,551
109,UCIHdDJ0tjn_3j-FS7s_X1kQ,Valuetainment,2012-11-10,5350000,3239
110,UCihUiDJzjyo2ov_qGtW33lw,The Yoga Institute,2013-05-15,4150000,1584
111,UCmMAcf_ytC_H54h8wpUGEzA,NYSDOH NY,2008-07-01,6470,255
112,UC0p5jTq6Xx_DosDFxVXnWaQ,The Economist,2009-03-23,3300000,607
113,UC4SUWizzKc1tptprBkWjX2Q,South China Morning Post,2007-01-18,3850000,17174
114,UC3prwMn9aU2z5Y158ZdGyyA,CRUX,2016-05-18,2360000,16717
115,UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show,2016-05-26,10900000,5683
116,UCx5e1u7BX0aKwEj3sdYXdXg,Gadgets 360,2015-09-30,775000,4225
117,UCUMZ7gohGI9HcU9VNsr2FJQ,Bloomberg Originals,2006-03-09,3780000,48721
118,UCiKEBdOKmGyluNl0-w4PzYA,Utkarsh Nursing Classes,2021-05-06,556000,3789
119,UCh_uOd8H4JwwAy5rYo2_aOA,Anthony Charles Kuster,2015-11-02,21000,39
120,UC-mMi78WJST4N5o8_i1FoXw,News18 Kerala,2016-06-07,2710000,153928
121,UCYBFrepuFH0ontCCYzVx5zA,NHTSA's Office of EMS,2015-08-04,1370,40
122,UCE83i5yn_YQ1HnFO027BnnQ,American Medical Association (AMA),2009-05-14,35700,1867
123,UCRZamIB-DWuVPJuc0bKhwzg,"Natalie Crawford, MD",2016-08-08,157000,228
124,UCfHn_8-ehdem86fEvlFg-Gw,Le Parisien,2014-10-06,1440000,15108
125,UCU-Jctu4JTEGFtVnsuqdd5Q,Dr. Suneel Dhand ,2014-12-15,362000,456
126,UCQfwfsi5VrQ8yKZ-UWmAEFg,FRANCE 24 English,2007-04-04,2920000,96899
127,UC25d-K7nBMfl2-qhxHD1CJw,Tim Fraticelli - PTProgress,2015-01-14,155000,274
128,UCOmrniWfKi-uCD6Oh6fqhgw,MEDSimplified,2009-10-13,1360000,196
129,UCxcrzzhQDj5zKJbXfIscCtg,ABC News In-depth,2019-08-18,1490000,3704
130,UC0je8sTzTsz3hmSO-HbCt-w,Ultimate Classic Rock,2011-04-27,103000,412
131,UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,2011-06-08,4950000,328
132,UCretxef46N9r-v0FOlHWIVA,Medicine with Dr. Moran,2020-03-21,247000,130
133,UCIVk1L1-JmpdiGuZcVjImtA,ABC15 Arizona,2008-10-09,465000,105411
134,UCfuiARuLh7I2nWnYXgv2wLw,Vinesh Kumar,2020-03-25,82600,670
135,UCrmxzSIf7J66qvlOAT9AlZQ,BlackBeltBarrister,2020-04-27,404000,1985
136,UCzJXNzqz6VMHSNInQt_7q6w,Megyn Kelly,2019-11-07,1800000,4758
137,UCKCbC7uTe7dRtKPou10JKtQ,The San Diego Union-Tribune,2015-09-30,70500,2727
138,UCK7tptUDHh-RYDsdxO1-5QQ,The Wall Street Journal,2007-06-18,5060000,27239
139,UCP4k407eomZThGHo_9sgMkg,Dr Pal,2010-11-21,2500000,609
140,UCzHN-FjWDMsgfGPvRq7oy-Q,FOX6 News Milwaukee,2010-04-05,241000,23906
141,UCNB_OaI4524fASt8h0IL8dw,Mufti Menk,2010-11-09,5170000,4317
142,UCdtXPiqI2cLorKaPrfpKc4g,Entertainment Tonight,2006-08-30,6610000,42615
143,UCshwRhftzkiov5wKR7M_LsQ,The Independent,2006-08-15,787000,29314
144,UCxz6gP3R8_yH5pD-BHcUw-Q,Something's Cooking With Alpa,2014-03-01,362000,469
145,UCqYw-CTd1dU2yGI71sEyqNw,GMA Integrated News,2007-10-29,14400000,320079
146,UCHTK-2W11Vh1V4uwofOfR4w,AP Archive,2015-06-17,5300000,592599
147,UC-a-8sEMwfTX_vxRHSsWb_A,Immigration for Couples,2015-07-20,34800,552
148,UCP6HGa63sBC7-KHtkme-p-g,USA TODAY,2006-03-20,6610000,20165
149,UC9ha3sh4YTCSK83dH6OlWTw,WTVR CBS 6,2011-04-07,169000,38595
150,UCYPvAwZP8pZhSMW8qs7cVCw,India Today,2015-05-23,8640000,179061
151,UCsLJCSpSxlIp6PWWPAm-Svw,Doctor Khalid,2014-09-17,115000,95
152,UC3f6OYvhpV-pmTYgikEbF1g,Miki Rai,2010-06-21,1300000,1135
153,UC-3jIAlnQmbbVMV6gR7K8aQ,The Majority Report w/ Sam Seder,2010-05-25,1460000,23745
154,UCoBXlot3tta4Bz5y7m-8YRg,EthanFromLondon,2007-12-14,24600,472
155,UCLB2elyHgxdWZay0zYc9jNA,Mike Andes ,2016-09-29,169000,1902
156,UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,2013-04-24,1980000,29314
157,UC2FVuTEbhHNOQqTi2jQTjVQ,AF WORLD by AFLU,2017-06-09,2220000,760
158,UCTywgMVTJkoy-PcBtA6huLA,MJD and NYC,2018-08-01,2130,165
159,UChFsYLqPUyLiZnfRog6wiZA,This Morning,2007-01-03,2320000,14261
160,UCMbsWtzxAwuVBmM0I0ZZCJg,Taghavi Immigration Law,2017-01-30,626,261
161,UCx8Z14PpntdaxCt2hakbQLQ,TheLallantop,2015-03-23,28300000,50181
162,UC2Q_Pmsa4hzte4chk6zQ9Ew,KENTO,2008-12-07,1830,131
163,UCrtd2wePvAl6RN_D-9jWVQQ,Drbeen Medical Lectures,2010-07-05,643000,1547
164,UCkorbMKMvRbyyMmwD4DIzAg,LIL_Science,2022-04-04,2500,9
165,UCA7YUDLwkJCg-YBoFwAC3Pg,மக்கள் சேவை Makkal sevai,2020-04-01,868000,2079
166,UC6ickpgDIsltU_-8CbZaksQ,ETV Telangana,2015-12-11,2250000,265894
167,UCzQUP1qoWDoEbmsQxvdjxgQ,PowerfulJRE,2013-01-12,16300000,1227
168,UCrvhNP_lWuPIP6QZzJmM-bw,New York Post,2006-03-02,1240000,16286
169,UCWrOSeTgUkvsJn5GtS57o5A,Sahyadri Hospitals,2015-01-12,752000,687
170,UC-JblcinswY50lrUdSaRNEg,Rolling Stone,2006-03-03,937000,3398
171,UCFN6lQpfY8XIRdhv9G-f4bg,Henry Belcaster,2011-09-23,1910000,667
172,UC90RW5ZmBBqp4r2QIQxfACA,Kanak News,2011-02-27,7350000,250605
173,UChi08h4577eFsNXGd3sxYhw,Breakfast Club Power 105.1 FM,2013-09-18,5460000,10452
174,UCkiTp9kSAJ70a5cD-BbNNog,Dr. Anthony Jay,2015-08-07,16900,173
175,UCIvaYmXn910QMdemBG3v1pQ,Zee News,2007-06-19,34500000,161625
176,UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,2009-10-22,15900000,223795
177,UCHrOVyYSGgdiGuChj7Swqzw,Gadgets 360 Hindi,2017-06-27,190000,1620
178,UCLfg320ARc0SCdgqRexWrOg,Brickology,2018-06-23,27600,253
179,UCRtJ7QXJncbF3JXu5dI_MvA,The Creative Coalition,2013-06-21,276,63
180,UC7YHgndkMslP_xCOD2LtBXg,Humsafar Tech,2018-11-29,1890000,785
181,UCShOERdmAnqqizmgm6LN10g,Dr Danish Salim's Dr D Better Life,2019-10-06,1180000,1664
182,UCLc2k2ZLIxay-qdl7pCHLEw,Doc Gerry Tan,2007-08-06,68700,509
183,UC6OTvR4AB1CHC4HT_AlOmHg,V News27,2020-10-01,865000,54207
184,UCBgcPSn61UQ4l_-FvcEgLQA,NBC 6 South Florida,2018-07-03,380000,5438
185,UCvxCf5y8rrO6WTKJiLU7MRw,Just Health Malayalam,2021-04-27,703,33
186,UCVWvmdUrRqM1F7n5MxUT1VA,Zai Villena,2018-11-03,15000,196
187,UC41XR-AzxmPTC40L-lb6p2Q,Tech Dadaso Sutar,2012-10-07,48100,359
188,UCFs8GsQQ_0nm1fp7XAyA5Gg,iD Health Care,2023-05-09,10600,439
189,UCfAInEvJMxEq_pCb9vehdCw,Hashem Al-Ghaili,2008-10-16,740000,495
190,UCAO_fqhMktr4mXM_HSEnGXA,Seenia's Med Edu,2020-11-15,29300,32
191,UCFJxE0l3cVYU4kHzi4qVEkw,Rebecca Watson,2006-10-09,145000,1074
192,UC54_ux4BnaJwkVFn5M391XQ,Taarak Mehta Ka Ooltah Chashmah Episodes,2020-09-28,3230000,10435
193,UCM9fQt4Fw4-GxjBwt_PC7bA,Ratheesh R Menon,2012-07-11,1120000,928
194,UCw5TLrz3qADabwezTEcOmgQ,Groww,2017-06-23,2240000,2158
195,UC3XTzVzaHQEd30rQbuvCtTQ,LastWeekTonight,2014-03-18,9400000,438
196,UCswH8ovgUp5Bdg-0_JTYFNw,Russell Brand,2007-01-01,6790000,2636
197,UCcVqCJ_9owb1zM43vqswMNQ,BETNetworks,2009-03-24,4560000,9392
198,UCJ7dtuZhjFSJvb_CZjWJkng,The List,2016-07-13,1900000,5056
199,UCh7Fpdtm4ZCWZc0OeJWNMSQ,CHOICE Net,2020-07-02,60800,181
200,UCWsdcrre0WbCWML_PnuzoAg,assimalhakeem,2009-02-14,990000,9862
201,UCpSbJr7VqLhd3kH39MzuTUQ,Cansu Canan Özgen,2017-06-10,86100,142
202,UCtsetVYMkX8iPFS2oUOcXEw,Sarkari DNA,2019-01-24,2970000,889
203,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khoẻ & Đời sống,2016-01-09,2710000,35998
