,channel_id,channel_name,channel_dop,sub_count,total_videos,profile
98,UCu4XcDBdnZkV6-5z2f16M0g,Real Stories,2015-02-16,6240000,1139,https://yt3.ggpht.com/c-7mUJoA0luUqhVob_BzCpIJCUXr0itPOiu7Qxen68zzfgdqcjZw6V26w3aZKtW0fcYH9NugDw=s240-c-k-c0x00ffffff-no-rj
99,UC_Qcjmf7vL19BYW_bHYSfAg,Reality Explained,2022-08-03,266000,257,https://yt3.ggpht.com/0iULabvml0yBA101z0YETW-_me-IAgJR2i-6pttx4n0QVLbSKMjp8dOP8hbDdLxsS4IiWI4Isg=s240-c-k-c0x00ffffff-no-rj
100,UCH7lEQtLPgyd_nLsCn_EOXg,Anurag Talks,2019-09-29,1000000,232,https://yt3.ggpht.com/ytc/AIdro_k2WcUIr6blr8x8RmuP7sG2wzXxWlQo_3e0ds4x=s240-c-k-c0x00ffffff-no-rj
101,UCmouT0FDMQC8PH8CbQFdHUw,Today Unpacked,2022-11-03,5190,163,https://yt3.ggpht.com/tIBholhp3YyUqWHjr4p5w5GegAjyC0M-YfIhw1_Wgg2mHCI33moALsABijVHJuuUc9M2VCBnnQ=s240-c-k-c0x00ffffff-no-rj
102,UCCEQKydMgEFIXA4XDshj0CA,Minutes Mystery,2017-01-30,4940000,465,https://yt3.ggpht.com/ytc/AIdro_kyD8sxv0NO8QxHsPqiIswVhJgv2rIvHpIqTwK-tA=s240-c-k-c0x00ffffff-no-rj
103,UCgRCNbM4tBQ8GL-PYNiSwCQ,NB Show Telugu,2019-01-11,521000,807,https://yt3.ggpht.com/hNBLU0-pO5wJOdvk7GmwzEzBv5sZYgt2wTv9szO72fSxJR4NH4GmaxSjZzZ_loBb2JkK0nGUrw=s240-c-k-c0x00ffffff-no-rj
104,UCMmaBzfCCwZ2KqaBJjkj0fw,Kings and Generals,2016-05-07,3440000,1133,https://yt3.ggpht.com/ytc/AIdro_nLIATR3Xyil0TF2MBFOueHhph8-LA8QHRwg6pKXSI=s240-c-k-c0x00ffffff-no-rj
105,UCuw0GgMlZlAsWvpI8PgCN8g,ENDEVR,2019-07-29,1030000,360,https://yt3.ggpht.com/ytc/AIdro_msuoMMVIT4pctEibeSXsVASRhS4SYemoF3QqCLXg=s240-c-k-c0x00ffffff-no-rj
106,UCvm8V4Dwtz0fbPGbpk7RYAg,BBC News اردو,2007-09-05,2680000,9370,https://yt3.ggpht.com/F7hQ4ZUMZh4Ibi3-XRNn4kkX9VoMuMrr5UM9urVT3wolBhmYsB_RBhIJUoGuPv-tqombYaH2dQ=s240-c-k-c0x00ffffff-no-rj
107,UCzLqOSZPtUKrmSEnlH4LAvw,Drishti IAS,2017-04-13,11400000,13771,https://yt3.ggpht.com/ytc/AIdro_lHpnFGjiBnBlrwiUUkwQoM6_7w5_CVIw9t3XZD0g=s240-c-k-c0x00ffffff-no-rj
108,UCtL5p5kTIgWA3bcskUccdyw,Media Education Foundation,2019-07-02,5550,259,https://yt3.ggpht.com/ytc/AIdro_mnwk1SIySVL6ZKnH-UfAbPGVoOOak1XMD1lPbi=s240-c-k-c0x00ffffff-no-rj
109,UCKop7_gs7xq5tbrDDYuplhA,RJ Raunac,2015-03-20,3780000,582,https://yt3.ggpht.com/3r1tD8EwV0NcpCRJaVVrpML1msRbOqIAJZlI0h2ypU0QjwkZZerS00FizIh8UToJiy-jUB4IGg=s240-c-k-c0x00ffffff-no-rj
110,UCatt7TBjfBkiJWx8khav_Gg,Piers Morgan Uncensored,2021-11-02,2430000,1275,https://yt3.ggpht.com/NpBpB2j3PrmMiYVQAXyU7JWcHmQWjT1wN0x1cxiacBgw7n-OuXgtcnGI9aBUR7BLRX4BwTdkzA=s240-c-k-c0x00ffffff-no-rj
111,UCchgIh8Tc4sTmBfnMQ5pDdg,Rick Steves' Europe,2006-03-05,1780000,1951,https://yt3.ggpht.com/ytc/AIdro_mArE6cwxYeMivrBsKQc2DC3YQNN0HLzYYRsXjMvA=s240-c-k-c0x00ffffff-no-rj
112,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,2006-06-12,7430000,45115,https://yt3.ggpht.com/E96qzkAoX81DQs7wqRHR4rNk1esa4quBPzda2QRzImlhoHOVgRdAN8o-S0Rb_hpygo_n4LdhwTE=s240-c-k-c0x00ffffff-no-rj
113,UCrdPiSPVW0rtRsI002BX8iw,Mojo Story,2017-04-20,1470000,19018,https://yt3.ggpht.com/PiH7GxiCIjvXUH58dplBt--L_EKnemlYF0Ngi5CTmWroHyzrkZ1jy_16hyRtfi94wnJlP-Pa-yk=s240-c-k-c0x00ffffff-no-rj
114,UCVSNOxehfALut52NbkfRBaA,Voice of America,2008-03-14,3200000,47008,https://yt3.ggpht.com/wiqkoOfsuG8x3jXjJiaGUc80FBMhYFMCGHVMBHg5MetnYYps3o0LiZQiWoCHx_Kk33I7Tr_c=s240-c-k-c0x00ffffff-no-rj
