,channel_id,channel_name,LinkedIn,Wiki,Website,Twitter,Facebook
70,UCsN32BtMd0IoByjJRNF12cw,60 Minutes,0,0,464,4866,0
71,UCAidhU356a0ej2MtFEylvBA,OnlyIAS Extended,0,0,0,0,0
72,UCAuUUnT6oDeKwE6v1NGQxug,TED,0,0,464,8223,0
73,UCdZY83VtDv0WieDHLyXrlNQ,Dovahhatty,0,0,0,0,0
74,UCJjSDX-jUChzOEyok9XYRJQ,Jubilee,0,0,90,3,3118
75,UC6WzPg6yxF9dQx2_O6R4lww,Nitish Rajput,0,0,2,0,1
76,UC7lArlQ18UhSjXwO--aykhQ,Unraveling the Scriptures,0,0,0,0,0
77,UCrydVXgGelI6rEtOmKWAffg,WAS: Popular History,0,0,0,0,0
78,UChDmf55WYF2keOb-khGk1iw,World Map,0,0,0,0,0
79,UCKQECjul8nw1KW_JzfBTP1A,KPRC 2 Click2Houston,0,0,4211,106,79
80,UCTjDhFuGXlhx9Us0gq0VK2w,Times Radio,0,0,0,280,0
81,UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,0,0,6,1,0
82,UCPxMZIFE856tbTfdkdjzTSQ,BeerBiceps,5,0,0,52,0
83,UCIHdDJ0tjn_3j-FS7s_X1kQ,Valuetainment,0,0,0,0,0
84,UCoNUtq2hO0VBcwoXX0-f4vA,Jewish Voice for Peace,0,0,14816,0,0
85,UCU63EiU7Y-8xcRntPIRVrzA,Unpacked,0,0,364,0,0
86,UCKop7_gs7xq5tbrDDYuplhA,RJ Raunac,0,0,0,5,0
87,UC3njZ48-FDxLleBYaP0SZIg,The Hindu,0,0,35265,5180,0
88,UC3oKOKlDjM93TKyKLSCOWSQ,alexplain,0,0,0,0,0
89,UCwnKziETDbHJtx78nIkfYug,CaspianReport,0,0,0,0,3
90,UCLpn_QJwfehfKuTt0orfYDw,הדרך הקלה,0,0,0,0,0
91,UCDpZr9QCE6ClX8S_CX8Gg4A,Encounter Books,0,0,76,10,0
92,UCu4XcDBdnZkV6-5z2f16M0g,Real Stories,0,0,0,0,0
