,video_id,comment,comment_cleaned
844,aBswCrpLSao,Shame on all our leaders for leading us here.,shame on all our leaders for leading us here.
845,aBswCrpLSao,I hope more people clueless about what been going on for years watches this. This is the reality.,i hope more people clueless about what been going on for years watches this. this is the reality.
846,aBswCrpLSao,Thanks 60 minutes for re-airing these stories. One of the only media who report it like it is.,thanks 60 minutes for re-airing these stories. one of the only media who report it like it is.
847,aBswCrpLSao,Those soldiers who keep coming inside the house without permission is such an insane violation of privacy. I always remember learning about the third amendment of the constitution forbidding the quartering of soldiers in private homes but thought it was just an old colonial British thing,those soldiers who keep coming inside the house without permission is such an insane violation of privacy. i always remember learning about the third amendment of the constitution forbidding the quartering of soldiers in private homes but thought it was just an old colonial british th
848,1oUZlWmMQU4,This was the best video regarding Israel hamas conflict as it cleared the basics,this was the best video regarding israel hamas conflict as it cleared the bas
849,1oUZlWmMQU4,Informative v,informative v
850,1oUZlWmMQU4,AWESOME work 👍,awesome work 👍
851,1oUZlWmMQU4,Thank you sir🙏,thank you sir🙏
852,1oUZlWmMQU4,Thank you sir ❤,thank you sir ❤
853,1oUZlWmMQU4,Awesome work sir❤❤,awesome work sir❤❤
854,1oUZlWmMQU4,Thanku sir 😊,thanku sir 😊
855,1oUZlWmMQU4,Thanks sir 😊,thanks sir 😊
856,1oUZlWmMQU4,Thank you sir 😊,thank you sir 😊
857,1oUZlWmMQU4,Nicely explained❤.,nicely explained❤.
858,KSAdNFhWFdE,"Dovahhatti: *decides to discontinue the Rome series because he can't insult Muslims and Arabs*
Dovahhatti: *makes this*","dovahhatti: *decides to discontinue the rome series because he can't insult muslims and arabs*
dovahhatti: *makes this*"
859,KSAdNFhWFdE,When the world needed him most he did not return but we did rewatch his content,when the world needed him most he did not return but we did rewatch his cont
860,KSAdNFhWFdE,"''Egypt exists , and it is ruled by idiots''
damn that was painful and true","''egypt exists , and it is ruled by idiots''
damn that was painful and tru"
861,KSAdNFhWFdE,"8:48 ""Despite Israel's best efforts, a palestinean state still doesn't exist.""
Legendary","8:48 ""despite israel's best efforts, a palestinean state still doesn't exist.""
legendari"
862,KSAdNFhWFdE,This video's so good we're living the sequel.,this video's so good we're living the sequel.
863,KSAdNFhWFdE,This video aged like fine wine,this video aged like fine win
864,KSAdNFhWFdE,"Wow, zero dislikes! Truly an unbiased history where everyone is happy!","wow, zero dislikes! truly an unbiased history where everyone is happy!"
865,KSAdNFhWFdE,"If you made the unbiased history of Balkans, it would be great.","if you made the unbiased history of balkans, it would be great."
866,KSAdNFhWFdE,"5:06 ""Egypt Exists, and it's ruled by idiots."" My Egyptian friends just wanted to say this is the truest statement you've ever made.","5:06 ""egypt exists, and it's ruled by idiots."" my egyptian friends just wanted to say this is the truest statement you've ever made."
867,H7FML0wzJ6A,"Imagine that you are living in your land in peace...and someone comes and takes your land, demolishes your house, and steals what your ancestors earned in the past just because his religion tells him that this is your land...which religion accepts this crime?","imagine that you are living in your land in peace...and someone comes and takes your land, demolishes your house, and steals what your ancestors earned in the past just because his religion tells him that this is your land...which religion accepts this crime?"
868,H7FML0wzJ6A,I admit i am not the most knowledgeable on the Palestine-Israel conflict but I found it very interesting that is actually illegal to acknowledge the “Nakba” in Israel while also letting Israelis have all there rights but Palestinians aren’t given those same rights and live under martial law most of the time. I’ve been doing research recently and another thing I noticed is how the media shows every atrocity committed by Hammas yet the atrocities committed by Israel’s IDF are not shown also the death of innocent Palestinians is barely shown yet a single Israeli death or casualty is shown everywhere.,i admit i am not the most knowledgeable on the palestine-israel conflict but i found it very interesting that is actually illegal to acknowledge the “nakba” in israel while also letting israelis have all there rights but palestinians aren’t given those same rights and live under martial law most of the time. i’ve been doing research recently and another thing i noticed is how the media shows every atrocity committed by hammas yet the atrocities committed by israel’s idf are not shown also the death of innocent palestinians is barely shown yet a single israeli death or casualty is shown everywhere.
869,H7FML0wzJ6A,The least the world can do is learn and understand the plight of the Palestinian people and their decades-long struggle for freedom.,the least the world can do is learn and understand the plight of the palestinian people and their decades-long struggle for freedom.
870,H7FML0wzJ6A,One of the best documentaries on the history of Palestine. Historical documents and photographs are worth thousands of words,one of the best documentaries on the history of palestine. historical documents and photographs are worth thousands of word
871,H7FML0wzJ6A,Am 71 i was always thought that Palestinians were the bad guys ty for enlighten me,am 71 i was always thought that palestinians were the bad guys ty for enlighten m
872,H7FML0wzJ6A,"Thank you Al Jazeera, I urge you to repeat the telecast of all these historic documentaries about the Palestine.","thank you al jazeera, i urge you to repeat the telecast of all these historic documentaries about the palestine."
873,H7FML0wzJ6A,A Shocking History not unlike the Irish experience of British Colonialism.,a shocking history not unlike the irish experience of british colonialism.
874,H7FML0wzJ6A,I've watched this series a bunch of times. This video series needs to be shown and viewed now more than ever!,i've watched this series a bunch of times. this video series needs to be shown and viewed now more than ever!
875,wQmBsbt9blg,"He's right about people becoming radicalised because of lack of peaceful economic opportunities, and how that's happening in the West, too. There's an old African proverb: """"The child who is not embraced by the village will burn it down to feel its warmth"".","he's right about people becoming radicalised because of lack of peaceful economic opportunities, and how that's happening in the west, too. there's an old african proverb: """"the child who is not embraced by the village will burn it down to feel its warmth""."
876,wQmBsbt9blg,"Social media has done nothing but cause me stress, full of hate, extremely polarised and tonnes of misinformation that nobody questions. This is exactly what i needed to see a well balanced and insightful view. Thank you and keep up the good work.","social media has done nothing but cause me stress, full of hate, extremely polarised and tonnes of misinformation that nobody questions. this is exactly what i needed to see a well balanced and insightful view. thank you and keep up the good work."
877,wQmBsbt9blg,He is so well - read and balanced. Such a pleasure to listen to such people. Gives me so much clarity on the situation. Thanks.,he is so well - read and balanced. such a pleasure to listen to such people. gives me so much clarity on the situation. thanks.
878,wQmBsbt9blg,"Honest clarity, competence and rationality make this conversation measured and constructive. Thank you","honest clarity, competence and rationality make this conversation measured and constructive. thank y"
879,wQmBsbt9blg,Mr. Bremmer just opened our eyes to all that has and is going on. Before this I believe most of our eyes were closed  to what really was happening and how it had and is presently playing out. Please no more mistakes. THANK YOU.,mr. bremmer just opened our eyes to all that has and is going on. before this i believe most of our eyes were closed  to what really was happening and how it had and is presently playing out. please no more mistakes. thank you.
880,wQmBsbt9blg,Nice to hear a level headed intelligent person discussing the topic.,nice to hear a level headed intelligent person discussing the topic.
881,wQmBsbt9blg,"I'm so glad I came across this brilliant, insightful man. I hope we hear more from him.","i'm so glad i came across this brilliant, insightful man. i hope we hear more from him."
882,wQmBsbt9blg,I have been seriously avoiding clicking on anything that advertises that it’s going to cause any emotion in me. All week. I was rewarded by being served this interview in my feed. So grateful. Will rewatch and recommend to thoughtful people. Thank you.,i have been seriously avoiding clicking on anything that advertises that it’s going to cause any emotion in me. all week. i was rewarded by being served this interview in my feed. so grateful. will rewatch and recommend to thoughtful people. thank you.
883,wQmBsbt9blg,A lot more than 1.1 million people need to listen to this. Thank you for this interview,a lot more than 1.1 million people need to listen to this. thank you for this interview
884,a34zpFaoBoM,Doesn’t anyone find it strange that the most sophisticated intelligence agency in the world didn’t notice 100s of militants and 1000s of rockets being put in place just over the fence. This is either the biggest failure in military intelligence or it was allowed intentionally. Which is worse,doesn’t anyone find it strange that the most sophisticated intelligence agency in the world didn’t notice 100s of militants and 1000s of rockets being put in place just over the fence. this is either the biggest failure in military intelligence or it was allowed intentionally. which is wors
885,a34zpFaoBoM,"The moment ,as an American, you’d rather hear from Putin instead of Biden 😂","the moment ,as an american, you’d rather hear from putin instead of biden 😂"
886,a34zpFaoBoM,I notice that alot of news stations are sending correspondents to israel but none to Gaza. If they belive what Israel is saying about their campaign in the Gaza strip the should go there and report the news. We know why theyre not.,i notice that alot of news stations are sending correspondents to israel but none to gaza. if they belive what israel is saying about their campaign in the gaza strip the should go there and report the news. we know why theyre not.
887,a34zpFaoBoM,"i laughed every time they say ""'Kremlin controlled media"""" as if our news arent the same XD","i laughed every time they say ""'kremlin controlled media"""" as if our news arent the same xd"
888,a34zpFaoBoM,I just feel bad for all the innocent people on both sides caught up in childish government leaders problems,i just feel bad for all the innocent people on both sides caught up in childish government leaders problem
889,a34zpFaoBoM,"Damn this reminds me of that Lenin quote ""There are decades where nothing happens; and there are weeks where decades happen"".","damn this reminds me of that lenin quote ""there are decades where nothing happens; and there are weeks where decades happen""."
890,a34zpFaoBoM,He has no sympathy because he knows the history and the atrocities that got us all to this point.,he has no sympathy because he knows the history and the atrocities that got us all to this point.
891,a34zpFaoBoM,I love how they really want us to believe they knew nothing about this 😂 I’m a stay at home mother and even I can see what’s going on here.,i love how they really want us to believe they knew nothing about this 😂 i’m a stay at home mother and even i can see what’s going on here.
892,a34zpFaoBoM,"The issue that people don't seem to understand is how this extermination was actually started and the reasons behind it. Though it's easy to point fingers and blame, society must begin to address the double standards that provoke such attacks to even begin and who it is that conducted the initial strike. The constant atrocities committed against Palestinians since 1948 have always been suppressed by Western media, though even the slightest form of retaliation in any form has always been seen as ""an act of terrorism."" Now before one can quickly choose a side, you must first understand that Hamas is not innocent in the slightest and does not follow the complex guidelines of war as ruled in the Quran though journalists must begin to stray from the demand of condemnation as it further enforces the double standards put in place. This inequity is supported by the shaming of Hamas as it suggests that while one side must be condemned, the other can run free of judgment, avoiding condemnation for the duration of their inhumane acts of violence towards the entirety of the localized Palestinian population. Universally, the expectation to condemn Hamas seems non-complex, though it proves to be the opposite in nearly every scenario when reflecting on the never-ending acts of the Israeli government. In no way does the Muslim or Arab population accept the actions of Hamas, though the barbaric response by Israel is not a response of self-defense but rather revenge. The redundancy in biased media coverage and the sympathetically neglectful approach from journalists toward Palestinian supporters comes at the cost of misinformation and provoking anger among the Muslim community, ultimately displaying them in a pessimistic manner. Overall, the action of blaming one party for the start of this conflict is harmful to not only the victims but in finding justice for those affected by said conflict. Neither side is innocent, though the extreme response and disregard for humanity by Israel has found its way to prevail even in this society, and their constant facade of innocence and victim must be overlooked. Finally, people must find sympathy for the dark history of Palestinian treatment by Israel as it's paramount to understanding the true reasons behind the merciless genocide being carried out against the Palestinians.  May the lost lives of all innocent souls be granted peace at last.","the issue that people don't seem to understand is how this extermination was actually started and the reasons behind it. though it's easy to point fingers and blame, society must begin to address the double standards that provoke such attacks to even begin and who it is that conducted the initial strike. the constant atrocities committed against palestinians since 1948 have always been suppressed by western media, though even the slightest form of retaliation in any form has always been seen as ""an act of terrorism."" now before one can quickly choose a side, you must first understand that hamas is not innocent in the slightest and does not follow the complex guidelines of war as ruled in the quran though journalists must begin to stray from the demand of condemnation as it further enforces the double standards put in place. this inequity is supported by the shaming of hamas as it suggests that while one side must be condemned, the other can run free of judgment, avoiding condemnation for the duration of their inhumane acts of violence towards the entirety of the localized palestinian population. universally, the expectation to condemn hamas seems non-complex, though it proves to be the opposite in nearly every scenario when reflecting on the never-ending acts of the israeli government. in no way does the muslim or arab population accept the actions of hamas, though the barbaric response by israel is not a response of self-defense but rather revenge. the redundancy in biased media coverage and the sympathetically neglectful approach from journalists toward palestinian supporters comes at the cost of misinformation and provoking anger among the muslim community, ultimately displaying them in a pessimistic manner. overall, the action of blaming one party for the start of this conflict is harmful to not only the victims but in finding justice for those affected by said conflict. neither side is innocent, though the extreme response and disregard for humanity by israel has found its way to prevail even in this society, and their constant facade of innocence and victim must be overlooked. finally, people must find sympathy for the dark history of palestinian treatment by israel as it's paramount to understanding the true reasons behind the merciless genocide being carried out against the palestinians.  may the lost lives of all innocent souls be granted peace at last."
893,ffRfIfGgjmw,"*Jab tak mazloom kamjor par zulm**Hot rha sab sakht dil chup dekhte rhe.* 
 * Jab jalim pe julm hua to sab ko** Insaniyat yaad a gayi* 🙂🙂","*jab tak mazloom kamjor par zulm**hot rha sab sakht dil chup dekhte rhe.* 
 * jab jalim pe julm hua to sab ko** insaniyat yaad a gayi* 🙂🙂"
894,ffRfIfGgjmw,"As a human i stand with humanity.
But things aren't that simple as you explained 😞","as a human i stand with humanity.
but things aren't that simple as you explained 😞"
895,ffRfIfGgjmw,No country is wrong leaders are wrong... A great leader never go for a war..,no country is wrong leaders are wrong... a great leader never go for a war..
896,ffRfIfGgjmw,"Dhruv, i watch each and every video of yours trusting that you and your team tries the best to get authentic and true information for us BUT this time i am really DISAPPOINTED that you have neglected what torture Israelis have been doing to Palestinians since a lot of years now. Gaza has just returned what they have been getting since a lot of years. I hope you see this message and know what the people of gaza have been through. People idealise you and trust you for authentic information, its your responsibility to please highlight the side of gaza too","dhruv, i watch each and every video of yours trusting that you and your team tries the best to get authentic and true information for us but this time i am really disappointed that you have neglected what torture israelis have been doing to palestinians since a lot of years now. gaza has just returned what they have been getting since a lot of years. i hope you see this message and know what the people of gaza have been through. people idealise you and trust you for authentic information, its your responsibility to please highlight the side of gaza too"
897,ffRfIfGgjmw,Dhruv you should also talk about what is happening  right now in Gaza?,dhruv you should also talk about what is happening  right now in gaza?
898,ffRfIfGgjmw,May all stand with humanity in this hour. Thanks for this clear message and reminder for all. 🙏🏻💐,may all stand with humanity in this hour. thanks for this clear message and reminder for all. 🙏🏻💐
899,ffRfIfGgjmw,"Living with peace in this world takes great time but when it comes to war takes everything in just a matter of seconds,even those who are innocent lost their lives just because of such kind of people who doesn't think as a humanity.","living with peace in this world takes great time but when it comes to war takes everything in just a matter of seconds,even those who are innocent lost their lives just because of such kind of people who doesn't think as a humanity."
900,S_tTgryABBU,And she came from Poland 😂,and she came from poland 😂
901,S_tTgryABBU,She may not need Muslims but she definitely need a fitness trainer 😂,she may not need muslims but she definitely need a fitness trainer 😂
902,S_tTgryABBU,As a Maldivian I stand with palestine,as a maldivian i stand with palestin
903,S_tTgryABBU,As an Egyptian I stand for Palestine,as an egyptian i stand for palestin
904,S_tTgryABBU,As a Somali Muslim we STAND WITH PALESTINE FOREVER!!🇵🇸🇵🇸🇵🇸💙🇸🇴🇸🇴🇸🇴,as a somali muslim we stand with palestine forever!!🇵🇸🇵🇸🇵🇸💙🇸🇴🇸🇴🇸🇴
905,S_tTgryABBU,As a German I also stand with Palestine 🇵🇸🫶,as a german i also stand with palestine 🇵🇸🫶
906,S_tTgryABBU,"As a Chinese, I stand with Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸","as a chinese, i stand with palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
907,S_tTgryABBU,As a german i stand with palestine🇵🇸❤️,as a german i stand with palestine🇵🇸❤️
908,S_tTgryABBU,"As an American, I stand with Palestine. 🇵🇸","as an american, i stand with palestine. 🇵🇸"
909,S_tTgryABBU,This is exactly what Nazis might have told her grandparents.,this is exactly what nazis might have told her grandparents.
910,L_P1nbNPH3M,Just imagine living like that for 75 years,just imagine living like that for 75 year
911,L_P1nbNPH3M,Children in Palestine took this as a daily routine,children in palestine took this as a daily routin
912,L_P1nbNPH3M,Just imagine hiding like that...for 75 years.,just imagine hiding like that...for 75 years.
913,L_P1nbNPH3M,"Mother to son : 

If you don't stop lying, you will grow up to be a CNN reporter","mother to son : 

if you don't stop lying, you will grow up to be a cnn report"
914,L_P1nbNPH3M,"Run away and seek shelter: ❎️
Sit there and record yourself: ✅️","run away and seek shelter: ❎️
sit there and record yourself: ✅️"
915,L_P1nbNPH3M,Imagine living like that for 76 YEARS?,imagine living like that for 76 years?
916,L_P1nbNPH3M,Palestinian felt that everyday.,palestinian felt that everyday.
917,L_P1nbNPH3M,crazy that 2 million people are living like this man 24/7 right now as we speak.,crazy that 2 million people are living like this man 24/7 right now as we speak.
918,L_P1nbNPH3M,"Talk about the 10000 children Israel killed in Gaza 💔

Yes there are 4 zeros in there 💔","talk about the 10000 children israel killed in gaza 💔

yes there are 4 zeros in there 💔"
919,L_P1nbNPH3M,Imagine having the time to film yourself.,imagine having the time to film yourself.
920,wyt0jlbOPqA,Concise and very much educational. Thank you for your hard work in compling and sharing this .,concise and very much educational. thank you for your hard work in compling and sharing this .
921,wyt0jlbOPqA,Great video. Always seemed hard to understand actually what's going on with Israel and the more complicated version of explaining how it came into being. Very concise and to the point on understanding. Thanks,great video. always seemed hard to understand actually what's going on with israel and the more complicated version of explaining how it came into being. very concise and to the point on understanding. thank
922,wyt0jlbOPqA,USSR and Czechoslovakia involvement fascinating. Definitely worth more research,ussr and czechoslovakia involvement fascinating. definitely worth more research
923,wyt0jlbOPqA,Well done. A balanced approach to the conflict.,well done. a balanced approach to the conflict.
924,wyt0jlbOPqA,Cannot conclude this is a balanced account without a mention of Deir Yassin or Plan Dalet. Very relevant exclusions.,cannot conclude this is a balanced account without a mention of deir yassin or plan dalet. very relevant exclusions.
925,wyt0jlbOPqA,Thank you for this wonderful presentation. Its educative.,thank you for this wonderful presentation. its educative.
926,wyt0jlbOPqA,Great video.,great video.
927,wyt0jlbOPqA,For the first time I heard the true story from the beginning to the modern day. Thanks a lot.,for the first time i heard the true story from the beginning to the modern day. thanks a lot.
928,wyt0jlbOPqA,I view the events through the divine oracles of  prophecies,i view the events through the divine oracles of  propheci
929,wyt0jlbOPqA,"The map at 11:34 seems wrong. For example, it has Germany among supports of the separation plan in 1947, but Germany became a UNO member only in 1973.","the map at 11:34 seems wrong. for example, it has germany among supports of the separation plan in 1947, but germany became a uno member only in 1973."
930,WDCkMkLvc-E,Impressive. What a level of clarity and understanding. Thank you.,impressive. what a level of clarity and understanding. thank you.
931,WDCkMkLvc-E,Sir you can hypnotize anyone what a wonderful and knowledgeable session.,sir you can hypnotize anyone what a wonderful and knowledgeable session.
932,WDCkMkLvc-E,"45:00
All humans are equal from birth, the only thing that make difference among humans is knowledge (ilm)","45:00
all humans are equal from birth, the only thing that make difference among humans is knowledge (ilm)"
933,WDCkMkLvc-E,Excellent explanation and much informative video🙏🏻,excellent explanation and much informative video🙏🏻
934,WDCkMkLvc-E,Many new and interesting knowledge I gained today.Many thanks 🙏🏻 sir.,many new and interesting knowledge i gained today.many thanks 🙏🏻 sir.
935,WDCkMkLvc-E,Brief to the point very well defined lecture 👌👋,brief to the point very well defined lecture 👌👋
936,WDCkMkLvc-E,"Wow!!!!! I am going to listen it for multiple times, thank you sir","wow!!!!! i am going to listen it for multiple times, thank you sir"
937,WDCkMkLvc-E,Sir love for lectures ❤❤❤ you are mind-blowing seriously no words I can't even explain to praise your way of teaching ❤❤,sir love for lectures ❤❤❤ you are mind-blowing seriously no words i can't even explain to praise your way of teaching ❤❤
938,_Jj8vne0ca0,that Hungarian guy would tell a homeless person to just buy a house,that hungarian guy would tell a homeless person to just buy a hous
939,_Jj8vne0ca0,"Arab (the Palestinian guy) saying, ""i hope we all live long and in peace"" not knowing what's gonna happen 4 years later (which is now) is heartbreaking. I hope they are all alive.","arab (the palestinian guy) saying, ""i hope we all live long and in peace"" not knowing what's gonna happen 4 years later (which is now) is heartbreaking. i hope they are all alive."
940,_Jj8vne0ca0,"The Palestinian guy, with all the pain in his eyes, he genuinely wants and needs peace.","the palestinian guy, with all the pain in his eyes, he genuinely wants and needs peace."
941,_Jj8vne0ca0,"The fact that Hannah and Arab had family members murdered by IDF and had to sit in front of two IDF soldiers to find ""a middle ground"" isn't only ridiculous, it's inhumane","the fact that hannah and arab had family members murdered by idf and had to sit in front of two idf soldiers to find ""a middle ground"" isn't only ridiculous, it's inhuman"
942,_Jj8vne0ca0,The Israeli guy... people like him are the reason this conflict will go on forever.,the israeli guy... people like him are the reason this conflict will go on forever.
943,_Jj8vne0ca0,"That Israeli guy is getting under my skin, kudos to the Palestinians because I’m sorry I could never sit in front of someone like that.","that israeli guy is getting under my skin, kudos to the palestinians because i’m sorry i could never sit in front of someone like that."
944,_Jj8vne0ca0,the man who lost his 10 year old sister. i cant even begin to imagine.,the man who lost his 10 year old sister. i cant even begin to imagine.
945,7T6hu3OaLXI,Your animations make things simple to understand. Keep sharing ❤,your animations make things simple to understand. keep sharing ❤
946,7T6hu3OaLXI,"One of the best videos on this topic
Really very well explained Sir","one of the best videos on this topic
really very well explained sir"
947,7T6hu3OaLXI,💯% accurate information of past and guidance on the current situation better than abhi and niyu's content no hateful not one sided salute to you man great work 👍🏻,💯% accurate information of past and guidance on the current situation better than abhi and niyu's content no hateful not one sided salute to you man great work 👍🏻
948,7T6hu3OaLXI,"Moral: Differences in religious beliefs often lead to conflicts. Instead of adhering to texts from ancient times and believing something that you do not know. I wish for, Humanity to be the Universal Religion with only one fundamental principle: Respect for All Individuals.","moral: differences in religious beliefs often lead to conflicts. instead of adhering to texts from ancient times and believing something that you do not know. i wish for, humanity to be the universal religion with only one fundamental principle: respect for all individuals."
949,7T6hu3OaLXI,EVERY CHRISTIAN KNOWS THE FUTURE OF THIS WORLD ❤,every christian knows the future of this world ❤
950,7T6hu3OaLXI,"Really interesting history..love you ❤ your chanel...Good luck 
From Uk","really interesting history..love you ❤ your chanel...good luck 
from uk"
951,7T6hu3OaLXI,There are places of worship of three religions and even Israel cannot manage a single city and on the one hand we manage the whole country with interfaith harmony. Literally our Bharat is great 🇮🇳❤,there are places of worship of three religions and even israel cannot manage a single city and on the one hand we manage the whole country with interfaith harmony. literally our bharat is great 🇮🇳❤
952,7T6hu3OaLXI,Thank you for sharing the information...,thank you for sharing the information...
953,VpVvPNLY6hg,Move the settlements out.,move the settlements out.
954,VpVvPNLY6hg,It is clear there is no intention from Israel to solve things unless they are forced through international pressure and sanctions. US is the biggest enabler of the impunity enjoyed by Israel 😊,it is clear there is no intention from israel to solve things unless they are forced through international pressure and sanctions. us is the biggest enabler of the impunity enjoyed by israel 😊
955,VpVvPNLY6hg,"Dr. Mustafa Barghouti is a great representative of the Palestinian people. As a Palestinian, I hope that he will represent us as our future leader. He is also a very endearing person.","dr. mustafa barghouti is a great representative of the palestinian people. as a palestinian, i hope that he will represent us as our future leader. he is also a very endearing person."
956,VpVvPNLY6hg,The people in the settlements will have to leave and the buildings turned over to Palestine.,the people in the settlements will have to leave and the buildings turned over to palestine.
957,VpVvPNLY6hg,The Palestinian deserve to live like  a human being 😢😢😢😢😢😢😢😢May Allah shower his mercy upon you all my beloved Palestinian people ❤❤❤❤❤❤❤,the palestinian deserve to live like  a human being 😢😢😢😢😢😢😢😢may allah shower his mercy upon you all my beloved palestinian people ❤❤❤❤❤❤❤
958,VpVvPNLY6hg,"Absolutely remove 800k ""illegal"" settlers, they are illegal as she said. Absolutely remove any israel control....I do appreciate that she says as an American jew, it is not for her to say, that should be the position of all Jewish Americans","absolutely remove 800k ""illegal"" settlers, they are illegal as she said. absolutely remove any israel control....i do appreciate that she says as an american jew, it is not for her to say, that should be the position of all jewish american"
959,VpVvPNLY6hg,"it's impossible as long as US, UK, and EU supports Israel","it's impossible as long as us, uk, and eu supports israel"
960,VpVvPNLY6hg,Once Natenyahu goes to the ICC to face his punishment then the new government should work on a two state resolution,once natenyahu goes to the icc to face his punishment then the new government should work on a two state resolut
961,VpVvPNLY6hg,"Two (2) states solution should be FAIR in order to work
= there must be a UN contingent forces and guarantor of peace in the boundaries of Palestine territory and Israel. 
= Gaza should have a territorial sea, including exploration of any resources therein not to be  controlled by any states but the state of Palestine.
= Gaza access to the sea and air should be free from intrusion of Israeli forces or government.","two (2) states solution should be fair in order to work
= there must be a un contingent forces and guarantor of peace in the boundaries of palestine territory and israel. 
= gaza should have a territorial sea, including exploration of any resources therein not to be  controlled by any states but the state of palestine.
= gaza access to the sea and air should be free from intrusion of israeli forces or government."
962,VpVvPNLY6hg,Hillary Clinton should be doing life in jail tbh,hillary clinton should be doing life in jail tbh
963,W72zK9huR5g,I bet western media won’t show this… thats shameless,i bet western media won’t show this… thats shameless
964,W72zK9huR5g,"This is the most childish army i have ever seen, who in their right mind supports this?!?!","this is the most childish army i have ever seen, who in their right mind supports this?!?!"
965,W72zK9huR5g,Shame on Israel for such brutal acts,shame on israel for such brutal act
966,W72zK9huR5g,That is why the world is turning away from supporting Israel...,that is why the world is turning away from supporting israel...
967,W72zK9huR5g,This absolutely disgusting.,this absolutely disgusting.
968,W72zK9huR5g,These people are the most cruel I have never seen.,these people are the most cruel i have never seen.
969,W72zK9huR5g,Shame on Israel,shame on israel
970,W72zK9huR5g,Free palestine🇱🇧🇵🇸,free palestine🇱🇧🇵🇸
971,W72zK9huR5g,Now they've shown their true colours. More so than ever. I feel so helpless right now.,now they've shown their true colours. more so than ever. i feel so helpless right now.
972,W4gDfSNMRx4,History didn't start at October 7th,history didn't start at october 7th
973,W4gDfSNMRx4,Abu khaleds accent is so good. It shows how well educated he is .,abu khaleds accent is so good. it shows how well educated he is .
974,W4gDfSNMRx4,"The Palestinian people have felt suffering for decades ... they deserve to strengthen, fight and get independence from colonialism because of that their rights ... 
 Keep the spirit of the people and Palestinian fighters ... hopefully Allah gives victory as soon as possible ... aamiin yes rabbal alamin🤲 
 Free Free Palestine 🇵🇸🇮🇩","the palestinian people have felt suffering for decades ... they deserve to strengthen, fight and get independence from colonialism because of that their rights ... 
 keep the spirit of the people and palestinian fighters ... hopefully allah gives victory as soon as possible ... aamiin yes rabbal alamin🤲 
 free free palestine 🇵🇸🇮🇩"
975,W4gDfSNMRx4,"people who believe that Hamas just turm to violence are just stupid. 
You think those young men don't have dreams, families, lives, hobbies, achivements ?
Like they cannot imagine doing anything better than being at war.","people who believe that hamas just turm to violence are just stupid. 
you think those young men don't have dreams, families, lives, hobbies, achivements ?
like they cannot imagine doing anything better than being at war."
976,W4gDfSNMRx4,"11:21 “we dont want to act, we react” lmao you came to other people’s land, kick them out, and claimed that its your house and land, but when they resist you call them terrorist and said you react to their action?😂","11:21 “we dont want to act, we react” lmao you came to other people’s land, kick them out, and claimed that its your house and land, but when they resist you call them terrorist and said you react to their action?😂"
977,W4gDfSNMRx4,"That poor father losing his daughter and grandchildren, the pain in his eyes is absolutely haunting to me. RIP ❤️","that poor father losing his daughter and grandchildren, the pain in his eyes is absolutely haunting to me. rip ❤️"
978,W4gDfSNMRx4,"I feel even more guilty to the people in Gaza (and now west bank) because I didn't quite outspoken about their situation since years ago. I didn't even care to dig deeper about the what was framed as complication in Gaza. My apology to Palestinians and all the casualties, alive or martyred. Thank you Vice and all the cru members involved","i feel even more guilty to the people in gaza (and now west bank) because i didn't quite outspoken about their situation since years ago. i didn't even care to dig deeper about the what was framed as complication in gaza. my apology to palestinians and all the casualties, alive or martyred. thank you vice and all the cru members involv"
979,aPI5TmdVZCk,"In my study of the Bible, I knew this relationship and in fact I always used to say that the war in that part of the world is between brothers!","in my study of the bible, i knew this relationship and in fact i always used to say that the war in that part of the world is between brothers!"
980,aPI5TmdVZCk,Informative… thanks for sharing your wisdom I’ll keep following you.,informative… thanks for sharing your wisdom i’ll keep following you.
981,aPI5TmdVZCk,"Absolutely correct... all  is accurate.  Ilove this documentary clips ❤
God Bless you.  Watching from Hong Kong.","absolutely correct... all  is accurate.  ilove this documentary clips ❤
god bless you.  watching from hong kong."
982,aPI5TmdVZCk,Very informative 🙏 please i want hear more part 2 🙏 god bless you,very informative 🙏 please i want hear more part 2 🙏 god bless y
983,aPI5TmdVZCk,A perfect narrative of the facts in complete accordance with the Holy Bible. It’s a complex problem that started thousands of years and made much more complicated with religious divisions. Brave hearts on both sides are required to come together and agree on a 2-state solution which will benefit millions of people living in perpetual fear and poor economic conditions. May God bless them to take the first courageous step towards establishing lasting peace in the region.,a perfect narrative of the facts in complete accordance with the holy bible. it’s a complex problem that started thousands of years and made much more complicated with religious divisions. brave hearts on both sides are required to come together and agree on a 2-state solution which will benefit millions of people living in perpetual fear and poor economic conditions. may god bless them to take the first courageous step towards establishing lasting peace in the region.
984,aPI5TmdVZCk,"Very informative, thanks for sharing, I wish God interveins and bring back peace to the two brothers, am tired of seeing the killing of young and old.","very informative, thanks for sharing, i wish god interveins and bring back peace to the two brothers, am tired of seeing the killing of young and old."
985,aPI5TmdVZCk,Very informative and interesting. Thank you for sharing 🙏,very informative and interesting. thank you for sharing 🙏
