,video_id,comment,comment_cleaned
0,R0ftmf_Uv9A,No matter how many times these information gets thrown to our eyes. The ignorant will remain put a blind eye to the oppressed which is sad.,no matter how many times these information gets thrown to our eyes. the ignorant will remain put a blind eye to the oppressed which is sad.
1,R0ftmf_Uv9A,Let peace prevail.,let peace prevail.
2,R0ftmf_Uv9A,Why start at 1946?,why start at 1946?
3,R0ftmf_Uv9A,What happened the video was removed and put again!!,what happened the video was removed and put again!!
4,R0ftmf_Uv9A,"This is not a  conflict, this is occupation.","this is not a  conflict, this is occupation."
5,R0ftmf_Uv9A,"*To learn who RULES over you, simply find out who you are NOT allowed to CRITICIZE.*","*to learn who rules over you, simply find out who you are not allowed to criticize.*"
6,R0ftmf_Uv9A,So sad. They were living in peace and now suffering for 7 decades 😢,so sad. they were living in peace and now suffering for 7 decades 😢
7,R0ftmf_Uv9A,Thanks for the video. True history but youtube make it age restricted?,thanks for the video. true history but youtube make it age restricted?
8,R0ftmf_Uv9A,"Very interesting thing is that ,if you will look the map carefully, Israel very smartly captured the areas 1st which are bordering to jordan  to block any type of access through Jordan! So,that it will be easier for Israel to capture whole Palestinian land!!","very interesting thing is that ,if you will look the map carefully, israel very smartly captured the areas 1st which are bordering to jordan  to block any type of access through jordan! so,that it will be easier for israel to capture whole palestinian land!!"
9,Bno1m1zhIWs,Who else is here trying to understand what’s going on right now,who else is here trying to understand what’s going on right now
10,Bno1m1zhIWs,This is the first video which has actually explained things thoroughly! Best way to understand a problem is go back to the original roots of the situation. Thank you for the insight.,this is the first video which has actually explained things thoroughly! best way to understand a problem is go back to the original roots of the situation. thank you for the insight.
11,Bno1m1zhIWs,The best and most concise clip on explaining this conflict I have ever seen.  And in only six minutes.,the best and most concise clip on explaining this conflict i have ever seen.  and in only six minutes.
12,Bno1m1zhIWs,Thank you for this excellent breakdown of the history. So many have never heard the total story. Your summation of the multigenerational conflict was well presented.,thank you for this excellent breakdown of the history. so many have never heard the total story. your summation of the multigenerational conflict was well presented.
13,Bno1m1zhIWs,Great Britain has caused so many problems throughout history,great britain has caused so many problems throughout histori
14,Bno1m1zhIWs,"Not that one will ever put perspective to a child losing their life, but this has helped breakdown of the history summarising of the multigenerational conflict that has led up to date. Thank you for your unbiased insight!","not that one will ever put perspective to a child losing their life, but this has helped breakdown of the history summarising of the multigenerational conflict that has led up to date. thank you for your unbiased insight!"
15,0anQIEeLonA,"From someone who's a history buff, thank you for this unbiased reporting of history.","from someone who's a history buff, thank you for this unbiased reporting of history."
16,0anQIEeLonA,"Cool finally someone telling both sides of the story , the true history and in unbiased way. Nice video worth sharing","cool finally someone telling both sides of the story , the true history and in unbiased way. nice video worth shar"
17,0anQIEeLonA,"I've done some basic research on this subject over the years, but so much of what was presented in this video is new to me...I applaud the creators for giving such a concise and focused account, sharing each side's POV, giving us a much clearer view on the past and present situation 👏🏾👍🏾","i've done some basic research on this subject over the years, but so much of what was presented in this video is new to me...i applaud the creators for giving such a concise and focused account, sharing each side's pov, giving us a much clearer view on the past and present situation 👏🏾👍🏾"
18,0anQIEeLonA,"As a Palestinian, I have always felt some bias from Indian media against us. But I have to be fair, you have done a good job summarizing the history of the conflict. Thanks","as a palestinian, i have always felt some bias from indian media against us. but i have to be fair, you have done a good job summarizing the history of the conflict. thank"
19,0anQIEeLonA,"Amazing synopsis, pertinent timelines, and balanced & unbiased presentation…all done in approx 14 minutes!😂❤ My decree:  This MUST be shared with the multiples!😂","amazing synopsis, pertinent timelines, and balanced & unbiased presentation…all done in approx 14 minutes!😂❤ my decree:  this must be shared with the multiples!😂"
20,0anQIEeLonA,I like this episode because it's really a history that would understand to those who can't understand the history before. Good luck!,i like this episode because it's really a history that would understand to those who can't understand the history before. good luck!
21,0anQIEeLonA,"The most concise , informative explanation of this crisis done in under 14 minutes. I’ll pass this on and hope others do too.","the most concise , informative explanation of this crisis done in under 14 minutes. i’ll pass this on and hope others do too."
22,0anQIEeLonA,This informative video brings a lot of clarity about the ongoing crises in West Asia. Thumbs Up!,this informative video brings a lot of clarity about the ongoing crises in west asia. thumbs up!
23,0anQIEeLonA,Thank you for explaining the reasons for this war from both sides so clearly and factual. I appreciate the history lesson.,thank you for explaining the reasons for this war from both sides so clearly and factual. i appreciate the history lesson.
24,iRYZjOuUnlU,"UK : Prepare for trouble
US : And make it double","uk : prepare for trouble
us : and make it doubl"
25,iRYZjOuUnlU,"""Unless something dramatic changes, whatever comes next will be much worse.""

That sent chills down my spine.","""unless something dramatic changes, whatever comes next will be much worse.""

that sent chills down my spine."
26,iRYZjOuUnlU,Would I be wrong in saying that England kind of botched this entire thing and kind of gets let off the hook for creating a lot of this conflict?,would i be wrong in saying that england kind of botched this entire thing and kind of gets let off the hook for creating a lot of this conflict?
27,iRYZjOuUnlU,*”Unless something drastic happens - whatever comes next will be much worst”* famous last words and oh boy were you right 🥺🥺,*”unless something drastic happens - whatever comes next will be much worst”* famous last words and oh boy were you right 🥺🥺
28,iRYZjOuUnlU,What a great video. A lot of people my age blindly support one side or the other without actually knowing anything about the history at all,what a great video. a lot of people my age blindly support one side or the other without actually knowing anything about the history at al
29,iRYZjOuUnlU,Thank you for this video. It really cleared things up because I was misinformed by one of my acquaintances regarding the history of Palestine-Israel. I'd like to be educated more about this conflict.,thank you for this video. it really cleared things up because i was misinformed by one of my acquaintances regarding the history of palestine-israel. i'd like to be educated more about this conflict.
30,iRYZjOuUnlU,"Britain and France be like: ""Hobbies include drawing straight lines on maps""","britain and france be like: ""hobbies include drawing straight lines on maps"""
31,iRYZjOuUnlU,"""If you're not careful, the newspapers will have you hating the people who are being oppressed, and loving the people who are doing the oppressing"". 
- Malcolm X



edit: In order to not ruin anyone's day, I want to clarify that both  the Israeli military and Hamas are in the wrong here. What I was trying to say with that quote was that Israel had no right to do what they did in Gaza and the West bank","""if you're not careful, the newspapers will have you hating the people who are being oppressed, and loving the people who are doing the oppressing"". 
- malcolm x



edit: in order to not ruin anyone's day, i want to clarify that both  the israeli military and hamas are in the wrong here. what i was trying to say with that quote was that israel had no right to do what they did in gaza and the west bank"
32,E4iygQ--7dk,"Another thing, when britain received he mandate over the region, it divided palestina into two part, the eastern part was given to the Hashemite family from Saudi arabia in exchange for their support in the first world war. This is how the state of jordan was created, which is actually part of palestina. Most of the Jordanians are palastinian.","another thing, when britain received he mandate over the region, it divided palestina into two part, the eastern part was given to the hashemite family from saudi arabia in exchange for their support in the first world war. this is how the state of jordan was created, which is actually part of palestina. most of the jordanians are palastinian."
33,E4iygQ--7dk,"A Brief History of the name Palestine and its derivative Adjective Palestinian:

 1.	Palestine is Judea, the Roman name for ‘Land of the Jews’ when the Roman Emperor Hadrian re-named this land as Palestina in 135 CE. Since then, it was never an Islamic State. [‘In the 2nd century CE, the Romans crushed the Jewish revolt and Judea was renamed Syria Palestina’ – Jewish Virtual Libr.]

2.	The Pre-Islamic Arabs were in the Roman armies and witnessed both Jerusalem’s destruction and the name change of Judea. [Flavius Josephus Wars, Book V, Ch 13, 4]. As well, the Quran mentions Israel as the land of the Jews. Thereby, the Muslim people would be fully aware Palestine referred to the Jews for 2,000 years.

3.	The historical archives of the Persians, Greeks, Romans, British, French and Americans refer to Palestine as the ‘historical homeland of the Jews’, not of the Muslim peoples. America’s early Presidents initiated Israel’s return prior to Britain and Herzl: “Restoring the Jews to their national home in Palestine is a noble dream. My emancipated hope is the restoring of the Jews to their nation home in Palestine” - President Abraham Lincoln to Canadian Zionist Wentworth Monk; 1863. 

4.	The term Palestine was introduced in the Hebrew Bible from the term Plishtim [‘Invaders’]. The Muslims disdained the name Palestine, as they do the term ‘Zionists’ today. In 1947, the Arabs virtually begged of Britain not to use this name for the land. Thereby, the usurping of this name in the 1960’s is not credible as a mark of land ownership, because it was not one of historical usage by the Arabs. 

5.	 A host of Islamic scholars and historians decried and rejected Muslims as Palestinians.: “Allah Gave the Land of Israel to the Jews. The al-Aqsa Mosque was built on top of Solomon’s Temple.” - Eleventh century historian Muhammad Ibn Ahmad al-Maqdisi and fourteenth century Iranian religious scholar Hamdallah al-Mustawfi // “There is no such thing as ‘Palestine’ in history, absolutely not.” - Arab-American historian and Princeton University Professor, Philip Hitti, testifying before the Anglo-American Committee in 1946] 

6.	A host of Jewish organizations and Institutions were called by the prefix of Palestine or Palestinian in the 20th century, including ‘The Jewish Palestine Brigade’ in Britain’s WW2 Military Forces; The [Jewish] Palestine Symphony Orchestra; Today’s Jerusalem Post media was called “The Palestine Post”. 

7.	 There are no Arab Muslim Palestinians on record prior to the 20th century; the land was referred only as the homeland of the Jews. It is validated by a host of archives by many nations, and some one million Archaeological relics. Thereby, the nativity claim can only apply to Jews. In fact, there was never a time of no Jews in Palestine the past 2,000 years, as evidenced by the Crusaders, Islamic invasions and the previous Ottomans. 

8.	Generally, real natives do not usurp the name of other natives, especially one they disdained. [“There is a propaganda war going on now with regard to the term ‘Palestine.’ It is specifically employed to avoid the use of the name Israel, and must be considered an anti-Israel term.” - Dr. Thomas McCall, the Senior Theologian of Levitt Ministry, quoting Zola Levitt.] 

9.	 The previous Islamic Ottoman rulers of Arabia declared Palestine as the homeland of the Jews. - “Who can challenge the rights of the Jews in Palestine? Good Lord, historically it is really your country” - Ottoman Mayor and scholar Yusuf Diya al-Khalidi; Jerusalem, 1899. 

10.	 Judea’s original, previous name was Israel in 1002 BCE, established under King David; and again in 1947 when this country was re-established by the UN. ‘Israel’ is mentioned in the Quran as one belonging to the Jews. [Joshua J. Mark , Ancient History Encyl.) 

11.	 All Religious Scriptures acknowledge Palestine as the ‘Land of Israel’; ‘Land of Judea’; and ‘Land of the Jews’ – including the Hebrew Bible [1 Samuel 13:19]; The New Testaments [ ‘And he arose, and took the young child and his mother, and came into the land of Israel.’ - Matt. 2:21]; The Quran - [Surah Al-Ma'idah 5:20-21.]; and the Dead Sea Scrolls. 

12.	 The Original Philistines converted to the Hebrew Belief and became Israelites. The term Palestine is derived from the Philistines, a Greek Island people who invaded Canaan some 4,000 years ago. The Philistines converted to the Hebrew belief under a peace offer by King David, and held prominent positions in David’s army. [“They (the Philistines) met with a severe defeat, however, early in the reign of David (2 Samuel 5:20), he succeeded in reducing them to a state of vassalage (2 Samuel 8:1). In the year of the fall of Samaria (721 B.C.) they became vassals of Sargon. After the time of the Assyrians the Philistines cease to be mentioned by this name. In the ebb and flow of warring nations over this land it is more than probable that they were gradually absorbed and lost their identity. - [The Catholic Encyl.). / The Philistine cities lost their independence to Assyria, and revolts in following years were all crushed. [Myers 1997, p. 313.] / The theory of the “Lost Ten Tribes” calls for (1) all inhabitants of the Northern Kingdom of Hoshea to be deported by Shalmaneser and Sargon, 722-718 B.C [Hearyhim, Weebly, Armstrongism] / They (the Canaanites) were indeed assimilated into the Israelite nation. When the Assyrians overran the Kingdom of Israel, they did not leave any Canaanite aside, as they had all become Israelites by that time. Therefore, the only people that can trace back a lineage to the ancient Canaanites are the Jews. The Canaanites did not exist any longer after the 8th century b.c.e. and they were not annihilated but assimilated into the Jewish people. - [The True Identity of the So-called Palestinians, imninalu] / The Bible describes the Philistines as remaining “subdued” during David’s reign [Philistine; New World Enycl.]/ Josephus, Antiquities, Book 11, Ch.1] & [Esdras 13:39] Q. How then did the Muslims become Palestinians, an adjective of Palestine, in the 1960’s, and have been using this name as the antithesis of Judea and Israel¬¬¬? A. The Palestinian Name Deception: Those in the West who manoeuvred this name upon Muslims did so to mock, if not desecrate, the history, belief and culture of the Muslim people. Thereby it should be overturned by honourable Muslims.","a brief history of the name palestine and its derivative adjective palestinian:

 1.	palestine is judea, the roman name for ‘land of the jews’ when the roman emperor hadrian re-named this land as palestina in 135 ce. since then, it was never an islamic state. [‘in the 2nd century ce, the romans crushed the jewish revolt and judea was renamed syria palestina’ – jewish virtual libr.]

2.	the pre-islamic arabs were in the roman armies and witnessed both jerusalem’s destruction and the name change of judea. [flavius josephus wars, book v, ch 13, 4]. as well, the quran mentions israel as the land of the jews. thereby, the muslim people would be fully aware palestine referred to the jews for 2,000 years.

3.	the historical archives of the persians, greeks, romans, british, french and americans refer to palestine as the ‘historical homeland of the jews’, not of the muslim peoples. america’s early presidents initiated israel’s return prior to britain and herzl: “restoring the jews to their national home in palestine is a noble dream. my emancipated hope is the restoring of the jews to their nation home in palestine” - president abraham lincoln to canadian zionist wentworth monk; 1863. 

4.	the term palestine was introduced in the hebrew bible from the term plishtim [‘invaders’]. the muslims disdained the name palestine, as they do the term ‘zionists’ today. in 1947, the arabs virtually begged of britain not to use this name for the land. thereby, the usurping of this name in the 1960’s is not credible as a mark of land ownership, because it was not one of historical usage by the arabs. 

5.	 a host of islamic scholars and historians decried and rejected muslims as palestinians.: “allah gave the land of israel to the jews. the al-aqsa mosque was built on top of solomon’s temple.” - eleventh century historian muhammad ibn ahmad al-maqdisi and fourteenth century iranian religious scholar hamdallah al-mustawfi // “there is no such thing as ‘palestine’ in history, absolutely not.” - arab-american historian and princeton university professor, philip hitti, testifying before the anglo-american committee in 1946] 

6.	a host of jewish organizations and institutions were called by the prefix of palestine or palestinian in the 20th century, including ‘the jewish palestine brigade’ in britain’s ww2 military forces; the [jewish] palestine symphony orchestra; today’s jerusalem post media was called “the palestine post”. 

7.	 there are no arab muslim palestinians on record prior to the 20th century; the land was referred only as the homeland of the jews. it is validated by a host of archives by many nations, and some one million archaeological relics. thereby, the nativity claim can only apply to jews. in fact, there was never a time of no jews in palestine the past 2,000 years, as evidenced by the crusaders, islamic invasions and the previous ottomans. 

8.	generally, real natives do not usurp the name of other natives, especially one they disdained. [“there is a propaganda war going on now with regard to the term ‘palestine.’ it is specifically employed to avoid the use of the name israel, and must be considered an anti-israel term.” - dr. thomas mccall, the senior theologian of levitt ministry, quoting zola levitt.] 

9.	 the previous islamic ottoman rulers of arabia declared palestine as the homeland of the jews. - “who can challenge the rights of the jews in palestine? good lord, historically it is really your country” - ottoman mayor and scholar yusuf diya al-khalidi; jerusalem, 1899. 

10.	 judea’s original, previous name was israel in 1002 bce, established under king david; and again in 1947 when this country was re-established by the un. ‘israel’ is mentioned in the quran as one belonging to the jews. [joshua j. mark , ancient history encyl.) 

11.	 all religious scriptures acknowledge palestine as the ‘land of israel’; ‘land of judea’; and ‘land of the jews’ – including the hebrew bible [1 samuel 13:19]; the new testaments [ ‘and he arose, and took the young child and his mother, and came into the land of israel.’ - matt. 2:21]; the quran - [surah al-ma'idah 5:20-21.]; and the dead sea scrolls. 

12.	 the original philistines converted to the hebrew belief and became israelites. the term palestine is derived from the philistines, a greek island people who invaded canaan some 4,000 years ago. the philistines converted to the hebrew belief under a peace offer by king david, and held prominent positions in david’s army. [“they (the philistines) met with a severe defeat, however, early in the reign of david (2 samuel 5:20), he succeeded in reducing them to a state of vassalage (2 samuel 8:1). in the year of the fall of samaria (721 b.c.) they became vassals of sargon. after the time of the assyrians the philistines cease to be mentioned by this name. in the ebb and flow of warring nations over this land it is more than probable that they were gradually absorbed and lost their identity. - [the catholic encyl.). / the philistine cities lost their independence to assyria, and revolts in following years were all crushed. [myers 1997, p. 313.] / the theory of the “lost ten tribes” calls for (1) all inhabitants of the northern kingdom of hoshea to be deported by shalmaneser and sargon, 722-718 b.c [hearyhim, weebly, armstrongism] / they (the canaanites) were indeed assimilated into the israelite nation. when the assyrians overran the kingdom of israel, they did not leave any canaanite aside, as they had all become israelites by that time. therefore, the only people that can trace back a lineage to the ancient canaanites are the jews. the canaanites did not exist any longer after the 8th century b.c.e. and they were not annihilated but assimilated into the jewish people. - [the true identity of the so-called palestinians, imninalu] / the bible describes the philistines as remaining “subdued” during david’s reign [philistine; new world enycl.]/ josephus, antiquities, book 11, ch.1] & [esdras 13:39] q. how then did the muslims become palestinians, an adjective of palestine, in the 1960’s, and have been using this name as the antithesis of judea and israel¬¬¬? a. the palestinian name deception: those in the west who manoeuvred this name upon muslims did so to mock, if not desecrate, the history, belief and culture of the muslim people. thereby it should be overturned by honourable muslims."
34,E4iygQ--7dk,Your 1967 Map is wrong this was not occupied land.,your 1967 map is wrong this was not occupied land.
35,E4iygQ--7dk,Well it seems that the creator of this video skipped a few HISTORY lessons.,well it seems that the creator of this video skipped a few history lessons.
36,E4iygQ--7dk,History starts from canaan period not 1946,history starts from canaan period not 1946
37,E4iygQ--7dk,Wonderful explanation..,wonderful explanation..
38,E4iygQ--7dk,Looks like a rat nibbling cheese,looks like a rat nibbling chees
39,E4iygQ--7dk,"🤣THAT IS NOT a map of Palestine In 1946 LOL ""Palestine"" the country or well ""the state of palestine"" didnt even exist yet. In fact in 46 Israel didnt even exist lol. It was founded in 2 years later, and the state of palestine over 40 years later. That ENTIRE area was British Mandate Palestine, which wasnt even a country first of all and then named it after the roman name of Syria Palestine, which the romans had renamed from ""Roman Province of Judea"", after beating the jewish revolt and expelling jews from their land, they renamed it after the jews historical enemies, The philistines (which have NOTHING to do with Palestine or modern day Palestenians) SO NO, that is NOT a map of ""Palestine in 46.. I mean if within the first 3 seconds you cant be unbiased, and historically accurate why even bother tackling this incredibly complex subject?","🤣that is not a map of palestine in 1946 lol ""palestine"" the country or well ""the state of palestine"" didnt even exist yet. in fact in 46 israel didnt even exist lol. it was founded in 2 years later, and the state of palestine over 40 years later. that entire area was british mandate palestine, which wasnt even a country first of all and then named it after the roman name of syria palestine, which the romans had renamed from ""roman province of judea"", after beating the jewish revolt and expelling jews from their land, they renamed it after the jews historical enemies, the philistines (which have nothing to do with palestine or modern day palestenians) so no, that is not a map of ""palestine in 46.. i mean if within the first 3 seconds you cant be unbiased, and historically accurate why even bother tackling this incredibly complex subject?"
40,E4iygQ--7dk,🎉,🎉
41,ZQUtT3pnw5Q,What do you think of the conflict going on right now?,what do you think of the conflict going on right now?
42,ZQUtT3pnw5Q,the history of the two seem very different depending on who’s telling the story.,the history of the two seem very different depending on who’s telling the story.
43,ZQUtT3pnw5Q,As someone who has some Jewish ancestry my best friend living there and having cousins all throughout Israel and knowing some good honest Palestinian Americans it’s just sad,as someone who has some jewish ancestry my best friend living there and having cousins all throughout israel and knowing some good honest palestinian americans it’s just sad
44,ZQUtT3pnw5Q,We want peace! No more war,we want peace! no more war
45,ZQUtT3pnw5Q,"I think ti is time to find a proper solution - understanding, peace, respect , and acception of each other","i think ti is time to find a proper solution - understanding, peace, respect , and acception of each oth"
46,ZQUtT3pnw5Q,"""When a foreigner resides with you in your land, you must not oppress him. You must treat the foreigner living among you as native-born and love him as yourself, for you were foreigners in the land of Egypt. I am the LORD your God."" Leviticus 19:34","""when a foreigner resides with you in your land, you must not oppress him. you must treat the foreigner living among you as native-born and love him as yourself, for you were foreigners in the land of egypt. i am the lord your god."" leviticus 19:34"
47,ZQUtT3pnw5Q,"Some reading for people interested in knowing more about the issue:

Enemies and Neighbours: Arabs and Jews in Palestine and Israel, 1917-2017 by Ian Black;
Anonymous Soldiers: The Struggle for Israel, 1917-1947 by Bruce Hoffman;
1948: A History of the First Arab–Israeli War by Benny Morris.","some reading for people interested in knowing more about the issue:

enemies and neighbours: arabs and jews in palestine and israel, 1917-2017 by ian black;
anonymous soldiers: the struggle for israel, 1917-1947 by bruce hoffman;
1948: a history of the first arab–israeli war by benny morris."
48,ZQUtT3pnw5Q,Good conclusive video,good conclusive video
49,6foH3Zc82ZQ,it's unbelievable that nobody mentions or blames the British for setting up the region for failure.,it's unbelievable that nobody mentions or blames the british for setting up the region for failure.
50,6foH3Zc82ZQ,I'm blown away by the Jewish solder laughing when he was asked how many Palestinians he had killed. No loss of life should ever be met by laughter.  This has truly troubled me,i'm blown away by the jewish solder laughing when he was asked how many palestinians he had killed. no loss of life should ever be met by laughter.  this has truly troubled m
51,6foH3Zc82ZQ,"As I say, you don't have to be a Muslim to feel the pain, you just have to be a human","as i say, you don't have to be a muslim to feel the pain, you just have to be a human"
52,6foH3Zc82ZQ,never let a british guy near a map and ask him to draw borders,never let a british guy near a map and ask him to draw bord
53,6foH3Zc82ZQ,"Watching a documentary that presents the formation of modern Israel in such a grim light is personally jarring for me. I had long held the view of Israel as a sanctuary for a people who had suffered immeasurable atrocities. To suddenly be confronted with the idea that its foundation is marred by acts of violence, terrorism, and potentially even genocide against Palestinians shakes the core of what I thought I knew. It's like experiencing a form of betrayal, where a narrative I held to be virtuous is revealed to have dark undertones. It's not just an intellectual exercise in reassessing history; it's a gut punch that makes me question the stories we're told and the stories we choose to believe. It's a painful reckoning with complexity in a world that's easier to navigate in black and white.","watching a documentary that presents the formation of modern israel in such a grim light is personally jarring for me. i had long held the view of israel as a sanctuary for a people who had suffered immeasurable atrocities. to suddenly be confronted with the idea that its foundation is marred by acts of violence, terrorism, and potentially even genocide against palestinians shakes the core of what i thought i knew. it's like experiencing a form of betrayal, where a narrative i held to be virtuous is revealed to have dark undertones. it's not just an intellectual exercise in reassessing history; it's a gut punch that makes me question the stories we're told and the stories we choose to believe. it's a painful reckoning with complexity in a world that's easier to navigate in black and white."
54,6foH3Zc82ZQ,"What blows my mind is that after experiencing all the atrocities and persecution in Europe, Jewish people went and did pretty much the same thing to Palestinians.","what blows my mind is that after experiencing all the atrocities and persecution in europe, jewish people went and did pretty much the same thing to palestinians."
55,6foH3Zc82ZQ,A lot of people are not informed about this history especially the younger generation. Knowledge is of great importance.,a lot of people are not informed about this history especially the younger generation. knowledge is of great importance.
56,6foH3Zc82ZQ,"This sounds similar to how British split India, Pakistan, and Bangladesh. Once they understood they couldn't trouble anymore actively,  they left a passive trouble as a separation gift. The entire Indian Subcontinent is still enjoying that gift!","this sounds similar to how british split india, pakistan, and bangladesh. once they understood they couldn't trouble anymore actively,  they left a passive trouble as a separation gift. the entire indian subcontinent is still enjoying that gift!"
57,6foH3Zc82ZQ,"I think the more you try to isolate yourself as ‘the chosen people’ based on your religious believes, the more you will always want to fight to stay separated from other nations. As long as that’s the belief, the war will never end. No one is too special or more equal than another, we are all mere human beings just passing by, just live in harmony with others.","i think the more you try to isolate yourself as ‘the chosen people’ based on your religious believes, the more you will always want to fight to stay separated from other nations. as long as that’s the belief, the war will never end. no one is too special or more equal than another, we are all mere human beings just passing by, just live in harmony with others."
58,6foH3Zc82ZQ,Most of the misery in the world is created by the UK and US,most of the misery in the world is created by the uk and u
59,RW105kjNtho,"""If you aren’t careful, the newspapers will have you hating the people who are being oppressed and loving the people who are doing the oppressing.”
― Malcom X","""if you aren’t careful, the newspapers will have you hating the people who are being oppressed and loving the people who are doing the oppressing.”
― malcom x"
60,RW105kjNtho,"The world would bend toward justice if discussion and criticism of Israel didn't automatically get deemed ""antisemitic."" It's entirely possible to question Israel and not hate Jewish people.","the world would bend toward justice if discussion and criticism of israel didn't automatically get deemed ""antisemitic."" it's entirely possible to question israel and not hate jewish people."
61,RW105kjNtho,This series came out a long long time ago. What’s really sad is that people are just now watching this. It’s not perfect but it definitely a start,this series came out a long long time ago. what’s really sad is that people are just now watching this. it’s not perfect but it definitely a start
62,RW105kjNtho,"This is also why Africa is and been in the state it's in, because of the English, French and Belgium.","this is also why africa is and been in the state it's in, because of the english, french and belgium."
63,RW105kjNtho,Dang Timeline quick wit it,dang timeline quick wit it
64,RW105kjNtho,Thank you for having this treasure trove of interviews and perspectives to release at such a confusing and disheartening point in our time.,thank you for having this treasure trove of interviews and perspectives to release at such a confusing and disheartening point in our time.
65,RW105kjNtho,I am ashamed that I served in the Middle East and had no idea of the full history of rationale of it all. Thank you for the insight on what caused the tension.,i am ashamed that i served in the middle east and had no idea of the full history of rationale of it all. thank you for the insight on what caused the tension.
66,RW105kjNtho,"The part about the Arab communities having a strong case but no good advocates, and the Jews having a weaker case but excellent advocates is a perfect summary of how this panned out.","the part about the arab communities having a strong case but no good advocates, and the jews having a weaker case but excellent advocates is a perfect summary of how this panned out."
67,hdYZtRQ_eeo,"You're doing a public service with these deep dives - well-researched, with strenuous efforts to represent fraught issues in ways the participants might recognize, and just enough humor (but no more) to make the medicine go down. Thank you.","you're doing a public service with these deep dives - well-researched, with strenuous efforts to represent fraught issues in ways the participants might recognize, and just enough humor (but no more) to make the medicine go down. thank you."
68,hdYZtRQ_eeo,"I have done tremendous amounts of research on this subject, and I found your content to be incredibly accurate and unbiased. That is not an easy feat! I have recommended this to my friends who, like myself, are neither Jewish nor Muslim. Knowledge is POWER. Thank you for your hard work! Keep it up. ☮️","i have done tremendous amounts of research on this subject, and i found your content to be incredibly accurate and unbiased. that is not an easy feat! i have recommended this to my friends who, like myself, are neither jewish nor muslim. knowledge is power. thank you for your hard work! keep it up. ☮️"
69,hdYZtRQ_eeo,As an educator Simon is invaluable! Hopefully this will help keep the messages of critical thinking and science  based decision making loud and clear.,as an educator simon is invaluable! hopefully this will help keep the messages of critical thinking and science  based decision making loud and clear.
70,hdYZtRQ_eeo,"I always enjoy Simon's videos across a number of his channels, but this video elevates the quality to a whole new level.","i always enjoy simon's videos across a number of his channels, but this video elevates the quality to a whole new level."
71,hdYZtRQ_eeo,"2:55 - Chapter 1 - Ottomans & zionists
27:45 - Chapter 2 - During the war; after the war
36:20 - Chapter 3 - Civil war
43:35 - Chapter 4 - Suez & 6 day
54:35 - Chapter 5 - Interlude & consolidation
1:02:55 - Chapter 6 - The yom kippur war
1:07:25 - Chapter 7 - Normalization & palestinian isolation
1:13:20 - Chapter 8 - Intifada 
1:18:50 - Chapter 9 - The rise of hamas
1:27:00 - Chapter 10 - Intifada ; redux
1:34:45 - Chapter 11 - Elections & internal warfare
1:42:20 - Chapter 12 - 2 state solution ; 2 palestine situation  
1:47:55 - Chapter 13 - Recent developments","2:55 - chapter 1 - ottomans & zionists
27:45 - chapter 2 - during the war; after the war
36:20 - chapter 3 - civil war
43:35 - chapter 4 - suez & 6 day
54:35 - chapter 5 - interlude & consolidation
1:02:55 - chapter 6 - the yom kippur war
1:07:25 - chapter 7 - normalization & palestinian isolation
1:13:20 - chapter 8 - intifada 
1:18:50 - chapter 9 - the rise of hamas
1:27:00 - chapter 10 - intifada ; redux
1:34:45 - chapter 11 - elections & internal warfare
1:42:20 - chapter 12 - 2 state solution ; 2 palestine situation  
1:47:55 - chapter 13 - recent develop"
72,hdYZtRQ_eeo,"Don't ever feel guilty about asking your community for support, you provide knowledge and perspective that cant be valued. Appreciate you.","don't ever feel guilty about asking your community for support, you provide knowledge and perspective that cant be valued. appreciate you."
73,fGH94HoSJ2s,This is by far the best coverage of the conflict I have seen so far. Excellent!,this is by far the best coverage of the conflict i have seen so far. excellent!
74,fGH94HoSJ2s,Amazing! I'm looking forward to the second part!,amazing! i'm looking forward to the second part!
75,fGH94HoSJ2s,PART 2 please.  amazing clarity,part 2 please.  amazing clar
76,fGH94HoSJ2s,I love your videos. You have helped me learn about history way faster than ever,i love your videos. you have helped me learn about history way faster than ev
77,fGH94HoSJ2s,"Well at the current situation it can be an explosive topic, but very informative to form one's own opinion..","well at the current situation it can be an explosive topic, but very informative to form one's own opinion.."
78,fGH94HoSJ2s,A clear informational video that shows the history of the region. Looking forward to part two.,a clear informational video that shows the history of the region. looking forward to part two.
79,fGH94HoSJ2s,"Wonderful video, as always. Thank you. Note: the bottom part of Africa is not the Horn of Africa.","wonderful video, as always. thank you. note: the bottom part of africa is not the horn of africa."
80,fGH94HoSJ2s,Is there an IWM video about TE Lawrence? I’d be interested in that.,is there an iwm video about te lawrence? i’d be interested in that.
81,fGH94HoSJ2s,Thanks for creating vids relating to modern day events. Truly educational and entertaining!,thanks for creating vids relating to modern day events. truly educational and entertaining!
82,kI_spMxp6t8,As a uk citizen I agree with you. We have done so much damage over the decades.,as a uk citizen i agree with you. we have done so much damage over the decades.
