,channel_id,vs
0,UCPxMZIFE856tbTfdkdjzTSQ,0.6486026368330468
1,UCupvZG-5ko_eiXAupbDfxWw,0.3179824384447676
2,UC9MAhZQQd9egwWCxrwSIsJQ,0.20176369871041458
3,UC7fWeaHhqgM4Ry-RMpM2YYw,0.20151437894983557
4,UCIRYBXDze5krPDzAEOxFGVA,0.1849682143059773
5,UCaXkIU1QidjPwiAYu6GcHjg,0.15273309618163075
6,UCvQECJukTDE2i6aCoMnS-Vg,0.07842994658138124
7,UCuyRsHZILrU7ZDIAbGASHdA,0.07728278625635447
8,UC6WzPg6yxF9dQx2_O6R4lww,0.07721889612134754
9,UCrC8mOqJQpoB7NuIMKIS6rQ,0.07721884424402072
10,UCNye-wNBqNL5ZzHSJj3l8Bg,0.06893573902019709
11,UCFQgi22Ht00CpaOQLtvZx2A,0.06839404983948641
12,UCJFOER35ggIWwsXh2ZDnqyg,0.06778778001900725
13,UCeY0bbntWzzVIaj2z3QigXg,0.06476536808412685
14,UC16niRr50-MSBwiO3YDb3RA,0.06442973143266258
15,UCLXo7UDZvByw2ixzpQCufnA,0.0611690513310406
16,UCfAOh2t5DpxVrgS9NQKjC7A,0.05534260276078835
17,UChLtXXpo4Ge1ReTEboVvTDg,0.055107181582536614
18,UCJEDFSxHHOW1PpBccdSxOTA,0.05452121146307889
19,UCVgO39Bk5sMo66-6o6Spn6Q,0.05370969418684085
20,UCAuUUnT6oDeKwE6v1NGQxug,0.05359071894999253
21,UC3njZ48-FDxLleBYaP0SZIg,0.05339797898336075
22,UCz8QaiQxApLq8sLNcszYyJw,0.05332184259620572
23,UCJjSDX-jUChzOEyok9XYRJQ,0.053046542800174123
24,UCsN32BtMd0IoByjJRNF12cw,0.05302420229641054
25,UCef1-8eOpJgud7szVPlZQAQ,0.05294610736007782
26,UChWtJey46brNr7qHQpN6KLQ,0.05276887406706241
27,UCZaT_X_mc0BI-djXOlfhqWQ,0.05275594688035996
28,UCUk0AvSMU5CJ0wUqJf9TX8g,0.052718800753572936
29,UCK0UUsCjtMRNtS3BPh1Yc4w,0.052713901745453255
30,UCqTa3sNT6SfiQ2DQK_kuWlA,0.0527117078316508
31,UCL_A4jkwvKuMyToAPy3FQKQ,0.052707404903881726
32,UC_gUM8rL-Lrg6O3adPW9K1g,0.05270683171175517
33,UCT350j4u6alUKyF9eu2bGug,0.05268910411559951
34,UCKQECjul8nw1KW_JzfBTP1A,0.05268745338947349
35,UC5T7D-Dh1eDGtsAFCuwv_Sw,0.05267810134480424
36,UCchgIh8Tc4sTmBfnMQ5pDdg,0.052676783387054046
37,UCTjDhFuGXlhx9Us0gq0VK2w,0.05267669657353717
38,UC6ZFN9Tx6xh-skXCuRHCDpQ,0.05267662467312342
39,UCTrQ7HXWRRxr7OsOtodr2_w,0.052674678364303396
40,UCM6z9wqPxdRHjAC_Pjdp5yQ,0.05267375567823428
41,UCatt7TBjfBkiJWx8khav_Gg,0.052673591033656895
42,UCxD03AhBg9LWQuJfijnzhhQ,0.052673542524561606
43,UCtL5p5kTIgWA3bcskUccdyw,0.05267323691756877
44,UCU63EiU7Y-8xcRntPIRVrzA,0.05267238393544584
45,UCVM1uxDwYNhIu3qQ0ejZtzQ,0.05267234557461707
46,UCDpZr9QCE6ClX8S_CX8Gg4A,0.052671993834395976
47,UCMmaBzfCCwZ2KqaBJjkj0fw,0.05267191295934848
48,UCYCVm1aN33HYdLs66DHw_ow,0.05267181030057547
49,UCKop7_gs7xq5tbrDDYuplhA,0.05267178521313209
50,UC3ScyryU9Oy9Wse3a8OAmYQ,0.05267175961711602
51,UCzLqOSZPtUKrmSEnlH4LAvw,0.05267171257540061
52,UC0p5jTq6Xx_DosDFxVXnWaQ,0.04547232876482674
53,UCrdPiSPVW0rtRsI002BX8iw,0.043944626210520026
54,UCWlIGsKGsvgFJHkiZml4O1A,0.04394368395466197
55,UCkS_HP3m9NXOgswVAKbMeJQ,0.043942185917870163
56,UCLfMmOriSyPbd5JhHpnj4Ng,0.043942145924639894
57,UCkeTA80xeSa9POCGRpWTIfQ,0.043942113692176085
58,UCvm8V4Dwtz0fbPGbpk7RYAg,0.04394203940657604
59,UCJsUvAqDzczYv2UpFmu4PcA,0.04394203189910653
60,UC8URMa1fI4rlaLc-Lhev2fQ,0.04394201865066502
61,UCHd62-u_v4DvJ8TCFtpi4GA,0.043942006739936305
62,UCeUJFQ0D9qs6aVNyUt9fkeQ,0.043941996050640794
63,UCWUA2W6LueNy9BSovivFVvQ,0.04394198713698669
64,UCQHRLH8RQIrdGWMhf5heWiA,0.04394198565326233
65,UCW39zufHfsuGgpLviKh297Q,0.04394198565326233
66,UCHvGJ-eAV8krPgqofo65WYQ,0.04394198565326233
67,UCoNUtq2hO0VBcwoXX0-f4vA,0.04060828703512067
68,UCA295QVkf9O1RQ8_-s3FVXg,0.040523412444734334
69,UCwHYp-o1OlEVnMRoXLoaaOA,0.04052338618866391
70,UCIHdDJ0tjn_3j-FS7s_X1kQ,0.04052337108496809
71,UCwWhs_6x42TyRM4Wstoq8HA,0.03730302668238832
72,UCK7tptUDHh-RYDsdxO1-5QQ,0.03648883440646951
73,UCoMdktPbSTixAyNGwb-UYkQ,0.03478709979076938
74,UC3uAjWoLZ4bSi6qI9SjALxA,0.03478222479835964
75,UCw3fku0sH3qA3c3pZeJwdAw,0.034781323169838604
76,UCVSNOxehfALut52NbkfRBaA,0.0347808346952306
77,UCV3Nm3T-XAgVhKH9jT0ViRg,0.034779441028639835
78,UC-CSyyi47VX1lD9zyeABW3w,0.034779185116388604
79,UCwnKziETDbHJtx78nIkfYug,0.03477912194565195
80,UCX6b17PVsYBQ0ip5gyeme-Q,0.034779065319762624
81,UCz4a7agVFr1TxU-mpAP8hkw,0.034779065319762624
82,UCK-HHyVCfKYzhxVOJgBt73w,0.03477905558443649
83,UCCEQKydMgEFIXA4XDshj0CA,0.03477905558443649
84,UCsDTy8jvHcwMvSZf_JGi-FA,0.03477905558443649
85,UCnQC_G5Xsjhp9fEJKuIcrSw,0.03477905558443649
86,UCu4XcDBdnZkV6-5z2f16M0g,0.03477905558443649
87,UCdbeep4P2J9JErLw5cG0GJA,0.03477905558443649
88,UCAidhU356a0ej2MtFEylvBA,0.03477905558443649
89,UCUo1RqYV8tGjV38sQ8S5p9A,0.017683295289992206
90,UCmOCpBKeoBPp-HwarhIBA2g,0.017683197119951068
91,UC9h8BDcXwkhZtnqoQJ7PggA,0.017683190727894718
92,UC88lvyJe7aHZmcvzvubDFRg,0.017683185668892737
93,UCdZY83VtDv0WieDHLyXrlNQ,0.017683185668892737
94,UCP5tjEmvPItGyLhmjdwP7Ww,0.017683185668892737
95,UCgRCNbM4tBQ8GL-PYNiSwCQ,0.017683185668892737
96,UCmGSJVG3mCRXVOP4yZrU1Dw,0.017683185668892737
97,UCuw0GgMlZlAsWvpI8PgCN8g,0.017683185668892737
98,UC3oKOKlDjM93TKyKLSCOWSQ,0.017683185668892737
99,UCjjX7g9T83GQwp-OwUvoL4Q,0.017683185668892737
100,UCH7lEQtLPgyd_nLsCn_EOXg,0.017683185668892737
101,UCsgPO6cNV0wBG-Og3bUZoFA,0.017683185668892737
102,UCLpn_QJwfehfKuTt0orfYDw,0.017683185668892737
103,UChcwi-ZnEFhOtHAPTroiOnw,0.0
104,UCItJsxqZNWUyxFn-A2tzizQ,0.0
105,UCy-XYfuiqPQNkdoezJrq-Cg,0.0
106,UC1pfsmDBnMQB8sOuQvmTvRQ,0.0
107,UCCWv2HujFrmLKDofsanY_GQ,0.0
108,UCGDXj3vSgJ8MCbzbb_C9thA,0.0
109,UC7JrMLRDJLUh5BPBYykMcrQ,0.0
110,UC6wBro4B4pf9xnBh9Xi2zcQ,0.0
111,UC7lArlQ18UhSjXwO--aykhQ,0.0
112,UCrydVXgGelI6rEtOmKWAffg,0.0
113,UChDmf55WYF2keOb-khGk1iw,0.0
114,UC2Cl2g2xFTZoAEldxYVzQFg,0.0
115,UCj5RwDivLksanrNvkW0FB4w,0.0
116,UCWQ9ZFFhEqUZ0r1IspnBm6Q,0.0
117,UC0yLX6hpcYhAU3iVjhwD5-A,0.0
