,video_id,polarity,sentiment
0,R0ftmf_Uv9A,-0.009887566137566127,negative
1,Bno1m1zhIWs,0.3601190476190476,positive
2,0anQIEeLonA,0.26836045641601197,positive
3,iRYZjOuUnlU,0.04501240079365079,positive
4,E4iygQ--7dk,0.08302048260381595,positive
5,ZQUtT3pnw5Q,0.21769345238095236,positive
6,6foH3Zc82ZQ,0.07382670044601862,positive
7,RW105kjNtho,0.13031249999999997,positive
8,hdYZtRQ_eeo,-0.0241719276094276,negative
9,fGH94HoSJ2s,0.4400462962962963,positive
10,kI_spMxp6t8,0.14957482993197277,positive
11,ZXfuqUhzESg,0.18499999999999997,positive
12,zE8GCX1w3ys,0.008854166666666666,positive
13,F1H1SA0F_wY,-0.008343253968253972,negative
14,6MVz5MBNqsw,0.34683641975308643,positive
15,sR0DsXH0bT4,0.03595393713040772,positive
16,OdENyo4HvX4,0.06770833333333333,positive
17,4r1EmEni2Rw,0.15342261904761906,positive
18,Azs7As3MYFU,0.19900793650793652,positive
19,MknerYjob0w,-0.11027777777777777,negative
20,i5UkjhqY4io,0.27600408850408853,positive
21,HXe9iZQpJ1M,0.12334280303030302,positive
22,lv1SpwwJEW8,-0.1040151515151515,negative
23,rpJ9ICMxA-I,0.023715277777777787,positive
24,GR-embMmMQc,0.34074457908163264,positive
25,IDj0ghd7xMs,-0.09711111111111109,negative
26,pjtQ4Jmxh_8,0.1949950396825397,positive
27,oIWqTIFRlYU,-0.023288690476190477,negative
28,8kCTMyh1oqw,-0.07343749999999999,negative
29,m19F4IHTVGc,0.07954541446208113,positive
30,Z8IR7IhrszQ,0.010432900432900436,positive
31,Lb3v8M8dzic,0.35185374149659865,positive
32,JZIIOp38KYU,0.2912037037037037,positive
33,zdq3NVtT6Nc,0.12916666666666668,positive
34,NeZ4yXyzUG0,0.3080952380952381,positive
35,cfkUE5Q0K04,0.10098011363636361,positive
36,FH9uVw-d35c,0.08169642857142857,positive
37,K5tcwIicICg,0.4221493783993784,positive
38,CISbbt1x2dc,0.1621527777777778,positive
39,Il-Vz6X2ygg,0.2334175084175084,positive
40,iiUIWnU-Ofk,0.2228611111111111,positive
41,x_isZHaZjcU,0.0767609126984127,positive
42,nufBpHmWhtQ,-0.017604166666666667,negative
43,W5hBL94EFMQ,0.009259259259259264,positive
44,rGVgjS98OsU,0.039615384615384615,positive
45,B12qniUwPMg,0.22083333333333333,positive
46,REWfM4gVtow,0.2016865079365079,positive
47,oNW2p0nTEto,-0.015109427609427609,negative
48,E0uLbeQlwjw,0.1840277777777778,positive
49,O454c_qs5kI,0.3409735326401993,positive
50,zmxJrMpIRh4,-0.03966224747474745,negative
51,XNf40sBcvKk,0.3070042831947594,positive
52,WiNlxqlNZys,0.026111111111111106,positive
53,GL-Rv2Zy8jQ,0.26447601010101013,positive
54,OLr_VCqnId0,0.3109444444444444,positive
55,xTcP1R8BFBQ,0.12916666666666665,positive
56,QUCeQt8zg5o,0.10837112622826907,positive
57,aPI5TmdVZCk,0.15925925925925927,positive
58,0aM7RjXE1xo,0.16078125,positive
59,53KolEoTyz0,0.042499999999999996,positive
60,NzlYRGyDSt0,0.17031249999999998,positive
61,0MMBVEQbF8Y,0.25,positive
62,klXaDgmM8Fs,0.12063492063492062,positive
63,cn3RUZsaPmg,-0.0693452380952381,negative
64,oHlx5fB94bc,-0.11886363636363637,negative
65,ECscKICzsJ0,0.15555555555555556,positive
66,qR5TCBBhihY,-0.008950617283950616,negative
67,nERZr_d343w,0.038293650793650796,positive
68,BX4KlZWxNtk,0.36147862554112553,positive
69,veMFCFyOwFI,-0.12402777777777778,negative
70,r21iN7JYu2Y,-0.10023148148148149,negative
71,GYW9428fjQg,0.21863095238095234,positive
72,-rBGgIaO69c,-0.04562499999999999,negative
73,EhbLy11U8x4,0.13813131313131313,positive
74,VZ4ruk3KO48,0.10456439393939393,positive
75,LVtt_8GTGB8,0.13641975308641976,positive
76,WDCkMkLvc-E,0.4400015166311552,positive
77,KjhMAMAPgeM,0.23544444444444443,positive
78,7Jyc-LzXqk0,0.18352380952380953,positive
79,h7mFQdbpJ3Q,-0.06333333333333332,negative
80,eTMRMX7Pw5U,0.022037037037037036,positive
81,dEoVzKyD_IM,0.09888392857142858,positive
82,mU4iKcZoKP4,0.11850198412698412,positive
83,mITaDOAUAQE,-0.004999999999999993,negative
84,bzdQ770lt-g,0.3831890331890332,positive
85,TGvifbr6sBg,0.1,positive
86,cGZE6Yh0X6M,0.16333333333333333,positive
87,0vwkfJb7FEc,0.1225,positive
88,2CVoPLea5_Q,0.10090388007054672,positive
89,Y7a5Yww8mMc,-0.02882527657527658,negative
90,Hzntl-YJe04,0.2365364583333333,positive
91,btVFgqkgkzw,0.07730952380952381,positive
92,wv8F4NLr4E0,0.449765625,positive
93,x8UokctMePM,0.24395833333333333,positive
94,aEdGcej-6D0,0.07777777777777777,positive
95,2Qs6kdvprt0,0.22258928571428566,positive
96,kbPnF8Hvj0I,0.061964285714285715,positive
97,9scGFj7zp5w,-0.08550264550264551,negative
98,aBswCrpLSao,0.12604166666666666,positive
99,1oUZlWmMQU4,0.38,positive
100,KSAdNFhWFdE,0.2819444444444445,positive
101,H7FML0wzJ6A,-0.04556891971664698,negative
102,wQmBsbt9blg,0.31846371882086166,positive
103,a34zpFaoBoM,0.06285452118785452,positive
104,ffRfIfGgjmw,0.15629251700680274,positive
105,S_tTgryABBU,0.025,positive
106,L_P1nbNPH3M,-0.055714285714285716,negative
107,wyt0jlbOPqA,0.2959206349206349,positive
108,_Jj8vne0ca0,-0.06596320346320347,negative
109,7T6hu3OaLXI,0.2124404761904762,positive
110,VpVvPNLY6hg,0.07484848484848484,positive
111,W72zK9huR5g,-0.045568783068783064,negative
112,W4gDfSNMRx4,0.15297619047619046,positive
113,sZAneAxW7j0,-0.017329545454545455,negative
114,w_nOdZ-voak,0.35930118575207864,positive
115,qNoxt-I6MOY,0.10121527777777778,positive
116,QN_Tm_KScLo,-0.007738095238095241,negative
117,wZBE5j2kIgY,0.1825595238095238,positive
118,CynzeRes7mY,0.12644097222222223,positive
119,jwvsrybklf8,0.20284391534391535,positive
120,B7FvF7DBI9s,0.13053350970017638,positive
121,K2zbN3AuHG8,0.2847222222222222,positive
122,8V-9LRLSzLg,0.18422619047619046,positive
123,htNfs-UeNvQ,0.013318452380952384,positive
124,6Wj_j9aLxF4,0.3377604166666666,positive
125,T8SsHlDVc58,0.051250000000000004,positive
126,6eW8LnVOo5Y,0.19027777777777777,positive
127,hXtzera0mkY,0.13611111111111113,positive
128,twYgwa3EZYQ,-0.07845238095238097,negative
129,S3NV5taFoWc,0.3574340277777778,positive
130,Y58njT2oXfE,-0.08944444444444444,negative
131,WTjGtfVmIbA,0.24557291666666667,positive
132,q2209nFlQLo,0.030079365079365077,positive
133,qcKIjwiQgok,0.04746031746031746,positive
134,sfju7EAukEs,0.10371753246753246,positive
135,6x1kiySrklU,0.42648148148148146,positive
136,G-06Z_9SBBI,0.1212962962962963,positive
137,RYj9JAKiP1o,0.13124999999999998,positive
138,JAT9NQ4WkE0,-0.18411458333333333,negative
139,KYhx6K9BYY0,0.024999999999999998,positive
140,NgVXIBj905w,0.11533854166666668,positive
141,uRmSZuvdwBs,0.06975308641975309,positive
142,sPY92HDQwM0,0.2533030303030303,positive
143,km-ciyqmAus,0.10561224489795919,positive
144,O7ByJb7QQ9U,0.15688789682539683,positive
145,W43Rgzge4Po,0.1358333333333333,positive
146,IQcmfxO-to0,0.16250000000000003,positive
147,wb6IiSUxpgw,0.41041666666666665,positive
148,Cj_Pr38vj8k,0.43940476190476196,positive
149,EhFbVjntcvg,-0.04810606060606061,negative
150,jG8NpxLwU5k,0.05249999999999999,positive
151,exyQ724_2nk,0.1175,positive
152,sUE8N74opz0,0.16800595238095242,positive
153,1Q575bziwXQ,-0.008333333333333333,negative
154,aoCf0yEO6U4,0.030454545454545456,positive
155,4vsEM90JSGI,0.018749999999999996,positive
156,kvmD7KJdpJA,6.814762942214392e-05,positive
157,8I8wuFrp7gI,0.017149814471243034,positive
158,gLUk8vVxCpQ,0.06666666666666667,positive
159,_ZGWcHgkSn0,0.13813131313131313,positive
160,jn2YeomB9N0,0.03703703703703704,positive
161,CaIi-3huRLE,0.14375000000000002,positive
162,7QNNClAYHFk,0.3418350168350168,positive
163,WM9rdc0fsgo,0.05846560846560847,positive
164,wznD7uCEcLk,0.1957970032212456,positive
165,wVYZFNCmrBI,0.07435185185185184,positive
166,E5iTUGLYFgg,0.185,positive
167,0BasXaiHiiI,0.016643475572047005,positive
168,8RVoPZPKxLY,-0.09539739376653439,negative
169,nUfWTHbCS78,0.16016156462585032,positive
170,TJ2U-cjneNg,-0.283994708994709,negative
171,Tz7JJcO-rWw,0.13142668521954237,positive
172,1kYWII25cxM,0.274025974025974,positive
173,bU2wYxJSZBI,0.19608843537414966,positive
174,ZfNbxVa3YLo,-0.0036309523809523792,negative
175,jG8Feqn6Z0E,0.12666666666666665,positive
176,XYn5t0tuuAk,0.1609375,positive
177,Fo77sTGpngQ,0.08991815476190478,positive
178,rzoI6RUG1iQ,0.02624999999999999,positive
179,JN4mnVLP0rU,0.16024911816578483,positive
180,nDtZGbNNbjo,0.06851851851851852,positive
